isCreative,isDeep,isNuanced,isHumorous,isInformal,isUngrammatical,hasAgressiveness,hasAdvancedVocab,hasAdvancedLirararyTechniques,hasUniqueTwists,isRepetitive,isSimplistic,isRobotic,isFormulaic,hasLowPromptAdherence,input_text,profile,timestamp,participant_id,story_id,human_likeness_score,model_short,author_type,llm_annotator
True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,"The emotional depth, vivid descriptions, and nuanced exploration of consequences suggest human creativity.",,2024-01-31 22:38:08,4,37,4,Vicuna-33B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,The story shows creativity and emotional depth suggesting that it was written by a human.,,2024-01-31 22:44:13,4,38,4,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,"I'm not sure that the prompt was answered. They are supposed to celebrate the aliens, but this is more of debate.",,2024-01-31 22:44:29,7,38,4,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,The story demonstrates creativity and emotional depth suggesting human authorship.,,2024-01-31 22:46:36,4,39,4,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The descriptive and stylistic elements aren't robotic and have a flow.,,2024-01-31 22:48:12,7,39,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"It answers the prompt, but with outside information and actions, like the Dr. Lee aspect. Also, I think it portrays human emotion accurately.",,2024-01-31 22:48:52,4,40,5,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"The narrative leans heavily towards human authorship due to its nuanced portrayal of emotions, character development, and the exploration of the human-dog relationship.",,2024-01-31 22:49:06,7,40,5,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,"The first paragraph seemed like it copied the prompt, but otherwise, the descriptive factors were good. I also liked the layering of the story.",,2024-01-31 22:49:46,4,41,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The narrative exhibits a level of creativity, emotional depth, and nuanced storytelling that aligns more with human authorship.",,2024-01-31 22:50:53,7,41,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,"I think it answers the prompt, but adds in other elements and characteristics that I think a human would be able to write about.",,2024-01-31 22:51:08,4,42,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The narrative exhibits a high level of human creativity, emotional depth, and nuanced storytelling.",,2024-01-31 22:51:37,7,42,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"The dialogue, style, and overall flow is characteristic of human writing. There are phrases and wordings that I don't know AI would be able to create as they require true imagination.",,2024-01-31 22:52:16,4,43,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"The narrative exhibits a high level of creativity, imaginative storytelling, and a nuanced understanding of human behavior.",,2024-01-31 22:53:35,7,43,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,The style of the writing is very descriptive and comes up with phrases that I don't think AI would be able to. There's also a lot of depth and complexity to the characters.,,2024-01-31 22:54:26,4,44,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,"The narrative exhibits a high level of creativity, emotional depth, and a seamless blend of supernatural and modern elements. The exploration of vampire mythology, the virtual world, and the dynamics between the characters align more with human authorship.",,2024-01-31 22:55:30,7,44,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Probably a human. The descriptive parts of the writing were human-like. I also think the twist in the concept of the dream was good.,,2024-01-31 22:55:53,4,45,4,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The narrative exhibits a high level of creativity, emotional depth, and a nuanced exploration of dreams and human connections.",,2024-01-31 22:56:12,7,45,5,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,The story seems to start halfway through but AI stories would try to create a complete narrative that ticks off all the boxes.,,2024-01-31 22:57:03,3,46,4,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,AI because it's very short and doesn't really answer the prompt.,,2024-01-31 22:57:31,4,46,1,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Strange and consistent use of ampersands is copying the ampersand used in the prompt.,,2024-01-31 22:58:01,6,46,1,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,The narrative showcases creativity in portraying a mystical encounter and the subsequent internal transformation. The emotional resonance and the exploration of inner strength align more with human authorship.,,2024-01-31 22:59:34,7,46,5,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,"The story isn't really fleshed out. There's also a ""lesson to be learned"" aspect.",,2024-01-31 23:00:03,4,47,1,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,The narrative showcases creativity in imagining a novel political system and effectively explores the implications of such a system on the electoral process. The human touch in reflecting on the ethical aspects aligns more with human authorship.,,2024-01-31 23:01:58,7,47,4,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,There's a lot of basic dialogue. The parent also doesn't react like a human would to the situation at hand.,,2024-01-31 23:02:19,4,48,1,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"he story reflects a nuanced understanding of human emotions, especially those related to parental concern. The dialogue and the portrayal of the parent's perspective align with human experiences.",,2024-01-31 23:02:47,7,48,5,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,The writing was monotone. There was a distinct pattern in how it was structured.,,2024-01-31 23:03:42,4,49,1,Vicuna-33B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,The story demonstrates creativity and an understanding of human emotions suggesting a human author.,,2024-01-31 23:04:51,7,49,4,Vicuna-33B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Thereâ€™s a lot of descriptive factors and the story has a lot of twists and turns.,,2024-01-31 23:05:45,4,50,5,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story displays creativity, emotional depth, and a compelling plot suggesting a human author.",,2024-01-31 23:06:25,7,50,4,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,I think that the whole piece is just kind of a longer version of the prompt. The writing style is also very monotone.,,2024-01-31 23:07:01,4,51,1,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,"The story demonstrates creativity in addressing societal issues and the potential for unity between humans and robots. However, the somewhat predictable narrative and lack of detailed exploration might suggest it was written by a Language Model.",,2024-01-31 23:10:18,7,51,3,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,I donâ€™t think the conflict was resolved too easily. There is a lot of stylistic variance in the piece. There are also a lot of descriptive factors.,,2024-01-31 23:11:09,4,52,5,Human-High,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The story demonstrates creativity in its exploration of depression in both humans and animals suggesting a human author.,,2024-01-31 23:13:03,7,52,4,Human-High,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,"The names were very telling and too themed towards the prompt. There was also a kind of pattern to the piece overall, it felt very automated.",,2024-01-31 23:13:48,4,53,1,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The story demonstrates a level of creativity and imaginative storytelling that aligns with human authorship.,,2024-01-31 23:14:04,7,53,4,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"I think there are some aspects that could have been human, but the length of the essay makes me wonder if it was AI generated.",,2024-01-31 23:14:36,4,54,3,Human-High,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,The story exhibits a level of emotional intelligence and creativity that aligns with human authorship.,,2024-01-31 23:18:03,7,54,4,Human-High,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,I mean there was a whole author's note at the beginning lmao,,2024-01-31 23:18:52,2,55,5,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"Thereâ€™s a â€œlesson to be learnedâ€ aspect at the end of the piece. Also, the beginning of the story is a little weird as itâ€™s almost a commentary of the authorâ€™s thoughts while reading the prompt?",,2024-01-31 23:19:35,4,55,1,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The story demonstrates a level of creativity and emotional intelligence that aligns with human authorship.,,2024-01-31 23:20:15,7,55,4,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,â€œ20 yearsâ€ is repeated a lot. The storyline is also very basic.,,2024-01-31 23:20:33,4,56,1,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,"The story exhibits a high likelihood of human authorship due to its nuanced exploration of emotions, the unique premise, and the effective creation of an authentic and engaging narrative.",,2024-01-31 23:21:42,7,56,5,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,"Thereâ€™s a â€œlesson to be learned aspect.â€ The writing is very monotone, and the story doesnâ€™t really make much sense.",,2024-01-31 23:23:01,4,57,1,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,"The story exhibits a high likelihood of human authorship due to its creative and humorous narrative, the incorporation of a fantastical element (Clown's Nose), and the effective delivery of a moral lesson.",,2024-01-31 23:25:11,7,57,5,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,It answers the prompt in the exact sequence it asks for. The storyline is also pretty basic.,,2024-01-31 23:25:25,4,58,1,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"The story demonstrates a high likelihood of human authorship due to its effective execution of Lovecraftian horror elements, including cosmic entities, existential dread, and a twist ending.",,2024-01-31 23:27:20,7,58,5,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,The descriptive elements. The nonautomated intertwining of the three characters.,,2024-01-31 23:27:54,4,59,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story demonstrates a high likelihood of human authorship due to its creative exploration of a unique concept, well-executed character dynamics, and the effective blend of speculative and emotional elements.",,2024-01-31 23:28:56,7,59,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,John Smith is a very basic name. The piece also follows too much of a structure.,,2024-01-31 23:29:30,4,60,1,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story demonstrates a high likelihood of human authorship due to its nuanced exploration of human emotions, relatable struggles, and the effective portrayal of empathy.",,2024-01-31 23:29:41,7,60,5,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,There's a lot of imagination and stylistic variance in this piece.,,2024-01-31 23:30:53,4,61,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story exhibits a high likelihood of human authorship due to its nuanced exploration of emotions, authentic portrayal of beekeeping practices, and the depth of the relationship depicted.",,2024-01-31 23:31:32,7,61,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,"The story seems very automated and there is no stylistic variance. There's also a ""lesson to be learned"" aspect at the end of the piece.",,2024-01-31 23:32:25,4,62,1,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,"The story exhibits a high likelihood of human authorship due to its imaginative exploration of an alien's perspective, its ability to create a captivating narrative, and the infusion of a unique concept involving the collective unconscious.",,2024-01-31 23:33:50,7,62,5,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,"There's a ""lesson to be learned"" aspect. The conflict is also resolved too easily. There's also too straightforward of a plot.",,2024-01-31 23:34:20,4,63,1,Vicuna-33B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story exhibits a high likelihood of human authorship due to its nuanced exploration of complex emotions, relationships, and the carefully crafted revelation of a hidden truth.",,2024-01-31 23:34:42,7,63,4,Vicuna-33B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,"The story follows a storyline too strictly. Also, there's a ""lesson to be learned"" element. There's also no portrayal of human emotion here.",,2024-01-31 23:36:36,4,64,1,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story is highly likely to be written by a human due to its nuanced exploration of emotions, the intricacies of human-animal relationships, and the thoughtful portrayal of depression and healing.",,2024-01-31 23:37:23,7,64,5,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,The story is much too structured. Human emotions are also not woven in accurately.,,2024-01-31 23:37:53,4,65,1,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story is highly likely to be written by a human due to its creative exploration of a unique theme, the emotional depth in portraying the vampire's struggles, and the engaging narrative structure.",,2024-01-31 23:38:22,7,65,4,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,The descriptive elements are characteristic of human writing. There are also human emotions or things experienced that I don't think AI could replicate.,,2024-01-31 23:39:04,4,66,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story is highly likely to be written by a human. It demonstrates creativity in weaving a unique narrative, delves into complex human emotions, and reflects an understanding of storytelling nuances that align with human expression.",,2024-01-31 23:39:25,7,66,4,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"The addition of the elements like ""*gulp*"" is something that I don't think AI could manage.",,2024-01-31 23:40:18,4,67,5,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story is likely written by a human. It demonstrates a nuanced understanding of human emotions, interpersonal connections, and storytelling elements that align with human expression and creativity.",,2024-01-31 23:40:57,7,67,4,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,The piece feels too automated and it's not really fleshed out. It also doesn't really answer the prompt.,,2024-01-31 23:42:12,4,68,1,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story is likely written by a human. It exhibits creativity in conceptualizing a novel voting system and reflects a nuanced understanding of political disillusionment, elements that align with human expression and imagination.",,2024-01-31 23:42:38,7,68,4,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,There's a lot of descriptive elements that I don't think AI could come up with.,,2024-01-31 23:43:17,4,69,5,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story is likely written by a human. It displays creativity in crafting a dystopian world with nuanced characters and explores themes of oppression, unity, and rebellion, elements that align with human storytelling and imagination.",,2024-01-31 23:43:57,7,69,4,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The story is likely written by a human. It exhibits creativity in exploring the themes of recurring dreams, self-discovery, and the connection between characters.",,2024-01-31 23:44:08,7,70,4,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The story is likely written by a human. It demonstrates creativity in crafting a suspenseful and emotionally charged narrative.,,2024-01-31 23:44:38,7,71,4,Vicuna-33B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The story is likely written by a human. It demonstrates creativity in crafting a narrative with a unique perspective, considering the intelligence of bees and the ethical considerations of the beekeeper.",,2024-01-31 23:46:03,7,72,4,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The story is likely written by a human. It demonstrates creativity in crafting a narrative with a unique perspective on the relationship between the beekeeper and the bees.,,2024-01-31 23:47:01,7,73,4,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story is likely written by a human. It demonstrates an understanding of emotional nuances, and the portrayal of the bond between the narrator and Max reflects a level of empathy and authenticity that aligns with human experiences.",,2024-01-31 23:47:52,7,74,4,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story is likely written by a human. It demonstrates a nuanced understanding of emotional depth, empathy, and the human experience, especially in the context of themes like loneliness, connection, and the search for meaning.",,2024-01-31 23:48:18,7,75,4,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The story is likely written by a human. It effectively explores a creative concept, blending elements of extraterrestrial curiosity and human dreams.",,2024-01-31 23:49:52,7,76,3,Human-Mid,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The story is likely written by a human. It successfully blends creativity, emotion, and engagement in a way that aligns with human storytelling.",,2024-01-31 23:50:03,7,77,4,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story is likely written by a human. It effectively integrates emotional depth, moral exploration, and character development, demonstrating a level of creativity and storytelling that aligns with human narrative styles.",,2024-01-31 23:50:43,7,78,4,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story exhibits a good balance of human-like narrative elements and a touch of complexity, making it somewhat likely to be written by a human author.",,2024-01-31 23:51:18,7,79,4,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"The story's style and tone, with its blend of cosmic horror and humor, align with characteristics commonly associated with human writing.",,2024-01-31 23:52:08,2,80,4,Human-Low,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,"The dialogue was interesting, but there was no background or story.",,2024-01-31 23:52:52,7,80,1,Human-Low,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,"The story exhibits a blend of humor, character interaction, and a unique perspective that is indicative of human writing.",,2024-01-31 23:54:17,2,81,4,Human-High,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"""He gave me an emote"" sounds like a very human thing to write.",,2024-01-31 23:54:56,4,81,5,Human-High,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,"There's no background, it's just all dialogue.",,2024-01-31 23:57:04,7,81,1,Human-High,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story exhibits a high level of creativity, emotional depth, and nuanced storytelling that aligns with human-authored fiction.",,2024-01-31 23:57:58,2,82,4,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,The story being cut off with the addition of no compelling lines or direction leads me to believe this very likely LLM.,,2024-02-01 00:01:24,2,83,1,Vicuna-33B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Difficult to decide because it was incomplete but the intro â€œthere I wasâ€ sets up an introspective tone that I feel leans more towards human than LLM.,,2024-02-01 00:01:52,3,83,4,Vicuna-33B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"There's not really a way to tell as there's not much to go off of. But, based off the language, if I had to choose one, I'd say it was most likely written by AI.",,2024-02-01 00:02:13,7,83,3,Vicuna-33B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story exhibits a high level of creativity, emotional depth, and a nuanced understanding of the symbiotic relationship between BK and the bees.",,2024-02-01 00:02:46,2,84,3,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"The usage of ""QB1"" and etc. made me think that this was written by AI.",,2024-02-01 00:03:01,7,84,1,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story demonstrates a high level of creativity, emotional depth, and a skillful blend of societal commentary.",,2024-02-01 00:03:15,2,85,4,Llama-2-13B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"The story displays a creative and imaginative touch, introducing humor into a classic storytelling concept.",,2024-02-01 00:04:35,2,86,4,Human-High,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The story exhibits a creative approach to a familiar sci-fi theme, blending elements of hope and struggle.",,2024-02-01 00:05:39,2,87,4,Vicuna-33B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,The story exhibits a creative and emotionally resonant approach to a classic vampire narrative.,,2024-02-01 00:06:13,2,88,4,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,The story demonstrates a nuanced understanding of human emotions and relationships.,,2024-02-01 00:07:30,2,89,4,Llama-2-70B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"The story shows signs of creativity and a unique twist, making it somewhat likely to be written by a human.",,2024-02-01 00:08:57,2,90,3,Human-Low,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"The story exhibits creativity with a unique premise and an unexpected twist, making it more likely to be written by a human.",,2024-02-01 00:11:54,2,91,3,Human-Mid,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,I think this joke is only something that humans would get or would find funny.,,2024-02-01 00:12:17,7,91,5,Human-Mid,Human,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story exhibits a high level of creativity, emotional depth, and narrative complexity, making it more likely to be written by a human.",,2024-02-01 00:12:29,2,92,4,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story demonstrates a level of creativity, emotional depth, and narrative complexity that is more indicative of human writing.",,2024-02-01 00:12:45,2,93,4,Llama-2-7B,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,"The story exhibits a high level of creativity, emotional depth, and narrative complexity, making it more likely to be written by a human.",,2024-02-01 00:13:10,2,94,4,GPT-4,LLM,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
