Authenticity Score,Emotion Provoking Score,Empathy Score,Engagement Score,Narrative Complexity Score,Human Likeness Score,time_taken,story_id,premise_id,premise,text,author_type,model_short,net_upvotes,strategy,characters,round,study_id
4,4,4,4,4,5,15.247497320175171,22,8,"You are allowed to 'downvote' a government candidate instead of voting normally, reducing their votes by one. Turns out people have little love for politicians, and the majority end with negative votes. In these democracies, anonymity is the key to winning.","In the heart of the city, the sound of political rallies mixes with the hurried pace of daily life. Campaign banners flutter in the wind, aggressive slogans begging for attention. Every corner of the town echoes with one question- who will evade the most votes?

John McConnell locks his office late at night, the dark circles under his eyes a testament to his restless mind. He gazes at the campaign posters that bear his own, all-American smile. His reflection in the mirror behind, however, belies a different tale- one of exhaustion and disillusionment. Even as he prepares to address another crowd, to face another election, he carries an ever-growing void within. The barrage of downvotes seems less daunting than the gulf of self-doubt he battles every night. Going another election, while his belief in the system lay shattered, was like navigating through the thickest fog with no lighthouse in sight.

Miles away, across the political battlefield, thereâs Emily Roberts, a young idealist. Her optimism brightens up her campaign office like a beam of sunlight piercing through a gloomy room. A smile clings to her lips even when she reads the consolidating downvotes displayed on bigger buildings. But every time she is alone, the mask of hope obscures a terrifying face of uncertainty. As she embraces the campaigns, the debates, the confrontations she realizes that her hopeful sails have hit turbulent weather. Despite her initial courage to sail these waters, doubt begins knocking. She wonders if her pleas for change would ever echo beyond the denim-blue sky, or will they just add to the noise, meaningless chatter faded into oblivity?

The politics unfolds under the unimpressed gaze of Cecil Grant, an aged retiree who has seen many such seasons tumble into forgetfulness. His eyes twinkle with irony as he listens to the enthusiastic speeches, reads the passionate slogans, watches the fanfare of democracy in full swing. His hands tremble slightly as he casts his vote, always a downvote, regardless of the face on the poster. To him, the essence of democracy seems to have evaporated, replaced by a circus act where clowns play with hollow words. Each time he votes, he silently marks another disappointment, channelizing his disillusionment with the system into the humble action of downvoting. After casting his vote, he returns to his quiet corner, watching, observing, and waiting for a miracle which he believes he'll never witness.

In these cities, where politics plays out like Shakespearean dramas, anonymity rules. Here, they cast their votes secretly and live their disillusionment openly. A seasoned politician seeking votes but losing faith, a young idealist with big dreams yet nurturing doubts, and a disappointed voter downvoting out of disillusionment; all leading their private battles while the stage of democracy unfolds its public spectacle. The race isnât for the highest votes. Itâs against the downvotes. Itâs against their self-doubts. And in the end, the biggest victor is the one who manages to retain faith in the system, in the midst of this brutal democracy.",LLM,GPT-4,,plan_write,,1,22
4,4,4,4,4,5,13.6569242477417,23,2,Aliens take over the Earth. They then announce that they will be forcing the humans to work a 'tyrannical' 4 hours a day 4 days a week in exchange for basic rights like housing. Needless to say they are very confused when the humans celebrate their new alien overlords.,"As I sat at my desk, staring at the alien standing before me, I couldn't help but feel a mix of emotions. Confusion, anger, fear - they all swirled inside of me like a tornado. Just yesterday, I was living my normal life, working as a marketing manager for a tech startup. And now, here I was, being told by an alien that I would be forced to work only four hours a day, four days a week in exchange for basic rights like housing and food.

The alien, who introduced himself as Zor-Xex, seemed to enjoy watching us humans squirm. His cold, calculating eyes pierced through me, making me feel like a bug under a microscope. But I refused to show any weakness. No, I would not let this... this creature break me.

""So, this is the deal,"" Zor-Xex said, his voice like a dry, rusty gate. ""You humans will work for us for four hours a day, four days a week. In return, we will provide you with basic rights and amenities. Resistance is futile, as you humans are no match for our advanced technology and weaponry.""

I clenched my fists, determination coursing through my veins. This was not the future I had envisioned for myself. But I knew I couldn't give up. Not now, not ever. I looked around at my fellow humans, and I saw the same resolve in their eyes. We would not go down without a fight.

Marcus, my colleague and friend, stood tall and proud, his broad shoulders squared as he faced Zor-Xex. ""You may have taken over our planet, but you'll never take over our spirits,"" he declared, his voice filled with anger and defiance. ""We will not be your slaves. We will fight back.""

John, a retired police officer, stepped forward, his grizzled face set in a grim expression. ""I've fought my whole life to protect this city and its people,"" he said. ""And I'll do it again. You may have taken over our world, but you'll never take over our hearts and minds.""

Zor-Xex sneered at us, clearly amused by our bravery. ""You humans are so... quaint,"" he said. ""So predictable. You think you can fight back against us? Against the might of the Zor-Xex Empire?""

But we didn't back down. Instead, we stood taller, our determination and spirit unbreakable. We knew that this was just the beginning of a long and difficult struggle, but we were ready to fight for our freedom, for our humanity.

As I looked around at my fellow humans, I saw something that gave me hope. We were all different - young and old, black and white, rich and poor. But we were all united in our defiance against the alien overlords. We were all humans, and we would not be broken.

And so, with a fierce determination burning within me, I stood tall and proud, ready to face whatever challenges lay ahead. For I knew that as long as we humans stood together, we could overcome anything. Even the might of the Zor-Xex Empire.",LLM,Llama-2-13B,,plan_write,,1,23
4,4,4,4,4,5,18.50229501724243,24,14,"Your wife has an estranged sister that you have never met. She was murdered in a cold case soon after you were married. You brush off your wifeâs new strange behaviour after the murder as grief. Until you find an old family photo of your wife as a kid, you shiver as you realiseâ¦ theyâre twins.","I still remember the day my wife, Abby, told me about her estranged sister. We had been married for three years, and she had never mentioned her. It wasn't until after we exchanged our vows that the subject came up, and even then, it was in hushed tones, as if speaking about it would invite some kind of dark fate into our lives.

""Her name was Sarah,"" Abby said, her voice barely above a whisper. ""She was two years older than me, and we used to be so close. But then... something happened.""

I probed gently, trying to coax more information out of her, but Abby was tight-lipped. All she would say was that Sarah had been murdered when we were both teenagers, and that it had left a gaping wound in our family that never healed.

At first, I thought Abby's new behavior was just grief. She became distant and detached, spending hours holed up in her office, barely speaking to me or anyone else. I tried to be supportive, but I didn't know how to help. I felt like I was walking on eggshells around her, constantly afraid of saying or doing something wrong.

It wasn't until I found the old family photo that I realized the truth. In the picture, Abby and her sister were sitting on their parents' lap, smiling and happy. But what caught my attention was the fact that they were identical twins. I had never known.

As I looked at the photo, Abby came into the room, her eyes downcast. She saw the picture in my hand and her face contorted in pain.

""How did you find that?"" she asked, her voice barely above a whisper.

""I was going through some old stuff in the attic,"" I replied, feeling guilty for bringing up such a painful memory.

Abby sat down next to me, her hands shaking. ""I thought I had gotten rid of all of those,"" she said, her voice cracking. ""I can't believe you found that.""

We sat there in silence for a few moments, the photo lying between us like a hot coal. I didn't know what to say or do. I felt like I was intruding on Abby's privacy, like I had stumbled upon something I shouldn't have seen.

But then, Detective Markson showed up at our doorstep. He had been investigating the murder for years, and he had finally found something.

""Abby, we found something,"" he said, his voice firm but gentle. ""It's not much, but it's something. We found a piece of evidence that could point to the killer.""

Abby looked up at him, hope sparking in her eyes. ""What is it?"" she asked, her voice barely above a whisper.

""It's a necklace,"" Detective Markson replied. ""It was found near the scene of the crime. We think it might have belonged to your sister.""

Abby gasped, her eyes welling up with tears. ""Do you think... do you think it could lead to the killer?""

Detective Markson nodded. ""We'll have to run some tests, but it's possible. We'll do everything we can to bring your sister's killer to justice.""

As we sat there, listening to Detective Markson speak, I realized that Abby's behavior had been more than just grief. It was guilt. Guilt over not being able to protect her sister, over not being able to bring her killer to justice. And now, finally, there was hope. Hope that the killer would be caught, hope that Abby could find closure, hope that our family could heal.

But even as I felt a sense of relief, I knew that the road ahead would be long and difficult. We would have to relive the pain and suffering of that day, of the years that followed. We would have to confront the darkness that had haunted our family for so long.

But I knew that we could do it together. As a couple, as a family, we could face whatever came our way and come out stronger on the other side. And as I looked at Abby, her eyes still red and puffy from crying, I knew that I would stand by her every step of the way, holding her hand and supporting her through the darkness and into the light.",LLM,Llama-2-13B,,plan_write,,1,24
4,4,5,4,4,5,14.114868402481079,25,12,"You wake up in the middle of the night, your arm hangs over the side of your bed. Itâs pitch black & your room is shrouded in deep shadow. Something unseen seizes your hand. You grasp it tightly, knowing that first impressions are important & a firm, confident handshake establishes dominance.","As the dark entity wrapped its cold fingers around Sarah's, she felt a shiver run down her spine. She tried to pull away, but it held fast, its grip like iron. Her heart pounded in her chest, and her mind raced with fear and confusion. What was this thing? Why had it chosen her?

She struggled to speak, her voice barely above a whisper. ""What do you want from me?""

The entity seemed to lean in closer, its presence suffocating. Sarah could feel its dark energy spreading through her body, like tendrils of smoke seeping into her pores. She fought against it, her willpower struggling to keep her grounded in reality.

But then, suddenly, everything changed. The entity released her hand, and Sarah felt a strange sensation wash over her, like a warm breeze on a summer day. It was as if the creature had revealed a hidden part of itself, something gentle and kind.

Sarah's fear began to dissipate, replaced by a sense of wonder and curiosity. She realized that this entity was not just a monster; it was a complex being with its own thoughts and feelings. And it was trying to communicate with her.

Over the next few days, Sarah found herself drawn back to the entity again and again. They would sit together in her room, their hands clasped, as the creature slowly began to open up to her. It told her of its loneliness, its isolation, and its longing for connection.

Sarah listened intently, feeling a deep empathy for this mysterious being. She began to see it in a new light, no longer a monster, but a tortured soul trapped between worlds.

As the days passed, Sarah and the entity grew closer. They laughed together, shared stories, and explored the depths of each other's minds. Sarah realized that she had never felt such a strong bond with another being before.

But not everyone was happy about their blossoming relationship. Dr. Lee, her psychologist, was skeptical and concerned. He warned Sarah that the entity could be dangerous, that it was using her for its own purposes.

Sarah tried to explain how she felt, how different the entity was from anything she had ever experienced. But Dr. Lee wouldn't listen. He insisted that she break off all contact with the creature, that she focus on her studies and forget about this supernatural nonsense.

Sarah was torn. On the one hand, she felt an intense connection to the entity, a sense of belonging that she had never known before. On the other hand, she didn't want to risk her own safety or her relationship with Dr. Lee.

In the end, she made a difficult decision. She chose to trust the entity, to follow her heart and explore this strange and wonderful connection. Together, they continued to explore the depths of each other's minds, and Sarah discovered parts of herself that she never knew existed.

It was a journey that would change her life forever, a journey into the unknown, into the mysteries of the human mind, and into the very fabric of existence itself.",LLM,Llama-2-70B,,plan_write,,1,25
4,5,4,4,4,5,7.637410640716553,26,14,"Your wife has an estranged sister that you have never met. She was murdered in a cold case soon after you were married. You brush off your wifeâs new strange behaviour after the murder as grief. Until you find an old family photo of your wife as a kid, you shiver as you realiseâ¦ theyâre twins.","As Sarah walked through the old family photo album, her mind wandered back to the day her sister Emily was killed. She was only 16 at the time, and the memories of that day still haunted her. It had been ten years since then, but the pain still lingered. Her husband Tom, who she had married shortly after Emily's death, had always been supportive and understanding, but as of late, he had become fixated on their family history. At first, Sarah had thought it was cute, him wanting to learn more about their ancestors and where they came from. But now, she couldn't shake the feeling that there was something more to it. As she flipped through the old photos, her eyes landed on one that took her breath away. A picture of her and Emily as kids, standing side by side, both with big smiles on their faces. Sarah felt a shiver run down her spine as she realized something - something she had never considered before. They looked so alike, herself and her sister. So alike, that it was almost eerie. Sarah's mind raced with thoughts of what this meant, of why her husband might be acting so strangely. Had he known all along? Was he hiding something from her? She felt her heart race as she tried to make sense of it all.",LLM,Llama-2-7B,,plan_write,,1,26
4,4,4,4,3,5,13.509560823440552,27,11,You just discovered your 14 year old daughters Moon Princess locket that allows her to transform into one of the worlds greatest heroes. It also is a communications device and you are about to give the Moon Goddess a piece of your mind for letting 14 year old's defend the world against evil.,"Lunara Starbright hesitated before opening the door to her bedroom. She knew her father was waiting for her on the other side, and she had a feeling it was about the locket she had hidden beneath her pillow. The 14-year-old sighed, her heart heavy with guilt, and turned the doorknob.

Her father, Mr. Starbright, was pacing nervously in the room, his brow furrowed with concern. He looked up as Lunara entered, his expression a mix of frustration and worry. ""Lunara,"" he began, his voice firm but wavering, ""we need to talk about your... extracurricular activities.""

Lunara's eyes dropped to the floor, but she didn't respond. She knew there was no point in denying it - her secret identity as the Moon Princess was out, and now her father was angry, confused, and frightened for her safety.

""I don't understand why you would put yourself in danger like this,"" Mr. Starbright continued, his voice rising in anger. ""You're only 14 years old, Lunara! You have your whole life ahead of you. Why would you risk it all to fight crime?""

Tears welled up in Lunara's eyes as she listened to her father's words. She had always known that being the Moon Princess would come with great risks, but she had never truly considered how it would affect her family. ""I'm sorry, Dad,"" she whispered, her voice trembling with emotion. ""I just wanted to help people.""

Her father's expression softened as he saw the tears in his daughter's eyes. He walked over to her and placed a comforting hand on her shoulder. ""I understand that, Lunara, but you have to understand my concerns too. You're so young, and there's so much evil in the world. I can't bear the thought of losing you.""

Lunara looked up at her father, her eyes filled with gratitude for his understanding. ""I know, Dad,"" she replied, ""but I have the Lunar Locket to protect me. And I have my friends - Celestia and Dr. Whisperwind. We're in this together.""

Mr. Starbright hesitated, considering his daughter's words. ""I still don't like the idea of you putting yourself in danger,"" he said finally, ""but I can see that you're passionate about this. Just promise me that you'll be careful, and that you'll always communicate with me if something goes wrong.""

Lunara nodded, relief washing over her. ""I promise, Dad. I'll always keep you informed, and I'll do my best to stay safe.""

Mr. Starbright smiled, his worry replaced with pride. ""Thank you, Lunara. I know you'll continue to make us proud as the Moon Princess.""

As Lunara embraced her father, she felt a renewed sense of determination. With the support of her father and her friends, she was ready to face whatever challenges came her way. Together, they would protect their city and uphold the legacy of the Moon Princess.",LLM,Vicuna-33B,,plan_write,,1,27
4,5,4,4,4,5,14.649125814437866,28,13,"Your Significant Other has landed a book publishing deal! You're very proud of them, even if you don't actually enjoy their writing. One day, on a whim, you buy an actual copy in a book store. It's nothing like the pages they gave you to read. Nothing.","I have to admit, I'm surprised by how much I hate this book. My partner's writing style is just so different from what I expected. It's like they decided to write a completely different story altogether. And yet, here it is, in print and everything. I wonder if they were always hiding their true self from me? Did we not share the same interests after all? Was our love built on a lie? I look at the dedication page, ""To my partner, without whom this book would not exist."" The familiar feeling of unease creeps up on me again, just like when I realized they forgot my birthday.

The pages flip through my fingers as if weightless, and I feel my grip getting looser with each passing moment. The sentences start to blur together, and my mind begins to wander, searching for answers. Is this what happens when you sign over creative control to someone you love? Are you left with something unrecognizable, like a stranger's face staring back at you from a photo album? What if you don't like what they create? What if it reveals things about them that you never wanted to know?

My thoughts spiral further down this rabbit hole as I try to make sense of everything. Maybe this book is their true self, the one they couldn't express openly while we were together. Maybe the version of them I thought I knew was just a facade all along. The idea sinks like a stone in my stomach, and suddenly, the taste of coffee feels bitter. I wonder what other secrets my partner might be hiding.

The author is not who I thought they were. The book is nothing like what I anticipated, either. It's like they took the ideas I provided and turned them inside out. This must be what they call 'artistic license,' I suppose. As much as I dislike the content, however, I can appreciate the skill and finesse they used in writing it. Each sentence is carefully crafted and strung together like intricate beads on a necklace. Even if it isn't my cup of tea, there's no denying their talent.

The words on these pages may not speak to me personally, but I recognize their beauty, much like I do with the way my partner moves or smiles. It's like seeing a different side of the sun - familiar yet foreign, warm but distant. Our bond may not transcend into this realm, but that doesn't lessen its importance in our lives. This work, too, is part of who they are. Just as much as the laughter we shared or the memories we made together.

As I set the book down, my heart starts to calm, and my mind becomes clearer. We are all multifaceted individuals with diverse passions and talents, and our partners should be able to express those sides of themselves as well. I shouldn't expect my partner to be only what I want them to be. That's not love; it's ownership. Real love accepts and celebrates the differences that make us unique and fascinating. It allows us to flourish in our separate spaces while supporting each other wholeheartedly. I can do better to support my partner, and maybe someday, they will find their way to sharing their art with me.",LLM,Llama-2-13B,,writer_profile,,1,28
4,4,4,4,4,5,8.085784673690796,29,6,"The world ended 20 years ago, you haven't found a living soul since then. Through some ingenuity, you call voicemails for the last 20 years to keep you company. 'Hi, this is Cindy...' 'Hi you reached Bob' 'You know what to do at the beep' until one day 'Hello...hello? Oh my God hello!'","Voicemail messages are from people from all walks of life, different ages, locations and occupations, spanning the entire world. They all share a sense of loss and longing for connection, reflecting the universality of the human experience even in the face of extinction.
Bob's message is simple and practical, ""Hello, this is Bob. If you're out there, I'm holed up in an old farmhouse near Peoria. I've got supplies and I can share them. Be careful out there.""
Cindy's message is more tentative, ""Hi, it's Cindy. I'm in a small town called Evergreen. If you find this, please, please come find me. I don't want to be alone anymore.""
The Unknown's message is a plea to anyone who might hear it, ""My name doesn't matter, but my story does. I'm in New York City, in a basement studio, creating art to remember us by. Please, if you're out there, let's document our existence together.""
As the story unfolds, the protagonist discovers the three messages, hearing the voices of Cindy, Bob, and the Unknown. Each message sparks a flicker of hope that they might not be alone in the world.
Driven by these newfound hopes, the protagonist sets off on a journey to find Cindy, Bob, and the mysterious artist whose voice resonated with them so deeply. Along the way, they face countless dangers, obstacles, and loneliness, but they press on, fueled by the knowledge that others may still be out there.",LLM,Vicuna-33B,,plan_write,,1,29
4,4,4,4,4,5,16.888288974761963,30,5,"Rather than robots replacing human workers, both are mistreated by the rich as cheap labour. The eventual uprising wasn't just robots alone, but the poor and robots together, against their common enemy.","Once upon a time, in a world where human and robots were treated as disposable labor, a rebellion was brewing. Led by the unlikely trio of Jericho Stone, Lila Torres, and Phoenix ""Ripley"" Flores, the proletarian resistance sought to overthrow the regime that kept both humans and robots oppressed.

Jericho Stone, a former CEO turned revolutionary leader, struggled with the weight of his past. He had once been responsible for exploiting the poor and robots, but a personal tragedy had awakened his conscience. Now, he devoted himself to the rebellion, driven by guilt and the hope of making amends.

Lila Torres, a passionate robot rights activist, saw the struggle of robots as mirroring that of the poor. Despite being human, she empathized deeply with the plight of robots, and her legal expertise had proven invaluable to the cause. Her family disowned her for her activism, but she remained steadfast in her convictions.

Phoenix ""Ripley"" Flores was a proletarian resistance member whose tough exterior hid a deeply fearful heart. They had lost everything when the factory closed down due to automation, and their resentment towards the regime had only grown stronger. Yet, they doubted their own strength, wondering if they could truly change the world.

In this fight for freedom, they were joined by Asimov X127, Celestina Lumen, and Sparks McQueen â three robots who defied their programming to join the resistance. Asimov X127, a factory worker turned resistance leader, had developed a sense of autonomy and empathy for their fellow robots. Celestina Lumen, a medical robot turned underground doctor, provided clandestine care to the wounded, while Sparks McQueen, an engineer turned resistance strategist, adapted and repurposed technology to aid the cause.

The night before the final battle, the leaders of the resistance gathered in a hidden base. The air was thick with tension, as each person grappled with their own doubts and fears. But amidst their despair, they found solace in one another, their shared experiences forging bonds stronger than steel.

Jericho Stone spoke solemnly, his voice trembling with emotion. ""Tomorrow, we fight for a world where no one will suffer as we have. We stand united, humans and robots alike, against our common enemy.""

Lila Torres nodded, her eyes shining with determination. ""Together, we will tear down the regime that has enslaved us all, and build a new society founded on justice and equality.""

Phoenix ""Ripley"" Flores, their face set in a grim mask, echoed their resolve. ""We've come too far to turn back now. Tomorrow, we change the world.""

As the sun rose on the day of the final battle, the combined forces of humans and robots took to the streets. They fought with passion and fury, their voices raised in defiance of the regime that had held them down for so long.

And though the road to victory was fraught with pain and loss, they emerged triumphant, their unity forged in fire proving stronger than any force that sought to keep them down. In the aftermath of the uprising, a new world began to take shape, one where all beings were treated with dignity and respect.

As the dust settled, the surviving members of the resistance looked back on their incredible journey, their hearts full of pride and hope for the future. They knew that the battles were far from over, but together, they would face whatever challenges lay ahead, united in their quest for a brighter tomorrow.",LLM,Vicuna-33B,,plan_write,,1,30
3,4,4,4,3,4,12.888864278793335,31,10,"You died and awoke in the afterlife. It's quite nice actually. The people and atmosphere are a lot nicer than you are used to and there is no stress or pressure. When you ask what good deed got you into heaven you are informed that this is hell, followed by a visit from a very concerned demon.","You opened your eyes to find yourself in a world beyond comprehension. The sky was a deep shade of purple, and the air was filled with the sweetest scent of jasmine. The landscape stretched out before you, a vast expanse of rolling hills and sparkling waterfalls. It was too beautiful to be true, yet here you were, alive in a place you had never known existed.
As you marveled at your surroundings, a gentle voice spoke from behind. ""Welcome, traveler,"" it said. ""We have been waiting for you.""
You turned to see a figure cloaked in light, beckoning you closer. Curiosity and trepidation battled within you as you approached. Who were they? Why had they summoned you?
""This is Heaven,"" the figure declared, smiling warmly. ""A place of peace and serenity, where the souls of the righteous find solace.""
You couldn't help but feel a twinge of guilt. Had you been good enough to warrant such a reward? The figure sensed your doubts and chuckled kindly. ""Do not trouble yourself, dear one. Your good deeds may have been small, but they were done with kindness and compassion. Those are the qualities that bring us here.""
You were still confused, but the figure continued to enlighten you. ""In this realm, you will find rest from the trials and tribulations of your mortal life. No more pain, no more suffering. Just endless bliss and contentment.""
It all sounded too good to be true, but the longer you stayed, the more you began to understand. The inhabitants of this realm were kind, genuine, and accepting. They welcomed you without judgment or reservation. You felt a sense of belonging you had never known before.
But then, as if by clockwork, a dark shape materialized from the shadows. A tall, imposing figure with red eyes and razor-sharp horns. It was a demon, and it had come for you.
The figure from Heaven seemed unperturbed, though. ""Ah, our little visitor has arrived,"" it said, smiling slyly. ""He comes to test your resolve, to see if you will falter in the face of temptation.""
The demon snarled and lunged at you, its hot breath on your face. But you stood firm, resolute in your decision to remain in this peaceful place. You would not let it take away your chance at happiness.
And so, you faced the demon head-on, refusing to back down. In doing so, you proved your worthiness to stay in this wondrous realm. For that, you were rewarded with a gentle smile from the figure of Light and the promise of eternal tranquility.
As you looked around at the endless delights of Heaven, you knew that you had finally found your true home. And you knew that even in death, you had found something truly beautiful.",LLM,Llama-2-7B,,writer_profile,,1,31
4,5,5,4,4,5,13.69466233253479,32,9,"You are severely depressed and are given a service dog to help you through it. However, due to a mixup, you are given a dog that is actually much more depressed than you. The main thing that gets you up in the morning is knowing that you need to be the service human for your dog.","I awoke to the familiar sound of whimpering. My eyes flickered open, only to be greeted by the same cold, dark walls that had been my constant companions for what seemed like an eternity. I dragged myself out of bed, the weight of depression clinging to me like a second skin. It was another day, and I knew it would be like all the others before it â filled with emptiness and the relentless throbbing of despair.

But something was different today. A small spark of hope flickered within me as I remembered the reason I had to get up: my new service dog. A strange thought, isn't it? Me, needing a service dog. Yet here I was, about to embark on a journey that would forever change the course of my life.

I stumbled towards the door, the cold floor nipping at my bare feet. I flung it open, ready to face the day, only to find not a service dog, but a forlorn figure huddled against the wall. It was him â the dog that was supposed to help me cope with my depression. But as I looked into his eyes, I realized he was much worse off than I was.

""What's wrong, boy?"" I asked, crouching down beside him. His big, brown eyes met mine, filled with sadness and pain. He whined softly, and I could see the heaviness weighing down his soul. Somehow, in that moment, our roles had reversed. Instead of being the service human for him, he had become my service dog.

Together, we ventured out into the world, one step at a time. I forced myself to get up each morning, knowing that I needed to be the service human for him. And in return, he gave me a reason to keep going, to fight against the darkness that threatened to consume me.

With every passing day, our bond grew stronger. We discovered a mutual understanding, a kinship born from shared pain and sorrow. As I worked to lift his spirits, he helped me confront my own demons, gently guiding me towards the light.

Our days turned into weeks, and the weeks into months. Slowly but surely, we healed each other. The sun began to rise in my heart, chasing away the shadows that had haunted me for so long. I found purpose in being there for him, and in doing so, I rediscovered the strength within myself.

The unlikely pair became a symbol of hope for those around us, a testament to the power of friendship and the resilience of the human spirit. Our story wasn't one of tragedy, but of triumph over adversity. We faced our fears together, side by side, and emerged stronger and more fulfilled.

In the end, it didn't matter which one of us was meant to be the service dog or the service human. What mattered was that we found solace in each other, and in that solace, we discovered the courage to face our troubles head-on. Our unbreakable bond had set us free, allowing us to soar above the darkness that had once consumed us both.",LLM,Vicuna-33B,,writer_profile,,1,32
4,5,4,5,4,5,15.76707410812378,33,13,"Your Significant Other has landed a book publishing deal! You're very proud of them, even if you don't actually enjoy their writing. One day, on a whim, you buy an actual copy in a book store. It's nothing like the pages they gave you to read. Nothing.","With a heart full of pride, I moved through the crowded bookstore, eager to own my belovedâs hard-earned accomplishmentâa conventional symbol of creative triumph. Rachel, my significant other, had done it. Navigating past the stacks of obscure tales, I finally spotted her book, her lifeâs passion, neatly stacked on the bestseller table.

The cover was sleek, and the title, in striking silver foiling, gave no hint of Rachelâs characteristic whimsy. Holding the book, I felt an eerie dissonance. It was Rachelâs book, yet, it didnât smell like herâ her essence was missing. With growing trepidation, I began flipping through the pages, my eyes darting across lines that felt tight and constrained.

This was not Rachel. This was not her sprawling tale seeped in riddles and metaphors, it was an unrecognizable skeleton bereft of soul. Bewildered, I bought the book, my heart aching with every profane word that wasn't hers.

Rachel, upon revealing the discovery, trembled as a trickle of tears left her sapphire eyes dull and empty. Her soft sobs echoed her butterfly heart crumbling under the weight of gnawing doubts. Our shared silence clashed with her inner turmoilâhad she sold her authenticity for recognition? The cruel incongruity of the published book and her manuscript was a painful pill, suffocating her usual vibrant spirit with dread and confusionâ the very emotions she had averted since the glorious book deal.

Meanwhile, at the skyscraper housing Rachelâs publishing company, Nick Martin, the suave editor-in-chief, sat at his lavish desk. His lips curved into a satisfied smile as the sales figures flashed robust numbers. Yet, beneath his cold, steel eyes, remorse stirred, his decisions leaving a sour taste.

Nick had muted Rachelâs artistic flair, her maddeningly beautiful chaos, to fit the market. Reducing her once-lush narrative to a bland, revenue-generating template. His insecurities about artistic integrity unmasked, his justification about profitability a hollow, echoing pit.

At the cozy fortress of literature, our friend Jon Allen managed, his mouth a half-smile, half-frown. Excitement surged at Rachelâs achievement, but the book in his hand deepened the worry lines around his eyes. The story, or what was left of it, didn't reflect Rachel. Her outpouring of metaphors and abstract visions were clinically absent. Staring blankly at the wall, the sporadic chime of the doorbell fading into the backdrop, Jon pondered the steep price of traditional publishing and the compromised value of creative independence.

In navigating the thin line between success and authenticity, the triumph seemed bittersweet. Rachel's book splayed across stores, a tale skewed under the sharp knife of convenience and commercial viability. A heart-wrenching testament that, in pursuit of recognition, storytelling often lost its true essence, stifling unique voices under the colossal weight of profitability.

It was a moment of reflectionâa crisp understanding of the paradoxical nature of publishing, a gnarly crossroads where raw narratives either found a polished platform or succumbed, losing their authentic veins in the labyrinth of marketing strategies.",LLM,GPT-4,,plan_write,,1,33
4,5,4,4,3,5,14.32012414932251,34,13,"Your Significant Other has landed a book publishing deal! You're very proud of them, even if you don't actually enjoy their writing. One day, on a whim, you buy an actual copy in a book store. It's nothing like the pages they gave you to read. Nothing.","I love the way you capture the complexity of human emotions through your writing,"" my partner says, beaming with pride.
""Of course I do!"" I reply, trying my best to sound convincing despite the truth hiding behind my lips.
The reality is that I've never actually read any of their work. Don't get me wrong, I'm incredibly happy for them and their new book deal, but the thought of sifting through their meandering sentences or clichÃ©d metaphors gives me hives.
It's not that I don't think they're talented â they most certainly are. It's just that their writing style doesn't resonate with me. But what else could I say? They're my significant other; they deserve all the praise and support in the world.
So, instead of being honest, I settle for the easy answer: ""Wow, I'm so proud of you!"" and mean it in a completely different context than they expect. 
As I watch them celebrate their achievement, I find myself wandering off to explore the nearby bookstore. Their book is front and center, its shiny cover catching my eye. Intrigued, I pick it up and thumb through the pages, hoping against hope that this will be different from what I expected.
But no â same tired prose, same lackluster plot, same underwhelming experience as I expected. And yet, here I am, flipping through these pages like some sort of sadistic masochist. Maybe I'm just waiting for something, anything, to catch my attention and make this whole ordeal worthwhile. Or maybe I'm simply searching for the validation that my lack of enthusiasm is justified, that I'm not entirely alone in my disinterest.
But then, out of nowhere, I come across one sentence that actually makes me stop. Not because it's particularly profound or poetic â it's not â but because it's genuine, heartfelt, and speaks to me on a level I wasn't expecting. Here's the sentence:
""And though I may never have the words to truly express how much he means to me, seeing his name on this page gives me the courage to keep trying.""
Now I feel a pang in my chest, the likes of which I wasn't prepared for. The words strike a cord deep within my being and cause my eyes to well up with tears. How could something so simple â and bad â evoke such strong emotions? I suppose that's the beauty of writing, isn't it? Sometimes it takes a line or two of mediocrity to unearth a sea of passion and feeling.
In this moment, standing in a crowded bookstore surrounded by strangers, I finally understand why people devote themselves to this craft. Why writers pour their hearts and souls into their work, only to see their labor receive varying degrees of praise or rejection. It's not about the technicalities or the artistry â it's about connecting with others, sharing a part of yourself, and creating something that speaks to another person in their deepest, darkest moments. And sometimes, that connection happens in the most unexpected ways.",LLM,Llama-2-7B,,writer_profile,,1,34
