book_id,title,archtypes,plotpoints,themes,keywords,timestamp,llm_annotator
18831-8.txt, Time and Time Again,"['Reluctant Hero', 'Wise Mentor', 'Visionary Idealist', 'Cynical Realist']","['Protagonist gains knowledge of future events', 'Protagonist uses knowledge to alter the past', 'Protagonist builds a fortune with foreknowledge', 'Protagonist influences politics with newfound power', 'Protagonist becomes President of the United States']","['Time Travel', 'Power and Responsibility', 'Free Will vs Determinism', 'Personal Growth and Development']","['Science Fiction', 'Speculative Fiction', 'Adventure', 'Politics', 'Influence', 'Wealth', 'Knowledge', 'Future', 'Past', 'Present']",2024-01-19 12:47:12,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
24975.txt, The Gift Bearer,"['Moral crusader', 'Open-minded scientist', 'Conservative traditionalist', 'Level-headed leader', 'Confused and protective spouse', 'Disbelieving authority figures']","['A censorship board bans certain materials deemed inappropriate for children', 'The same board decides to remove a controversial statue from a local park', ""A mysterious naked woman appears in the home of the board's chairman"", 'The naked woman reveals herself to be an alien offering to share advanced technology', 'The chairman struggles between sharing these advancements with the world and preserving societal norms', 'Police intervention results in the disappearance of the alien visitor', 'The chairman contemplates his choices and their potential impact on society']","['Censorship vs. freedom of expression', 'Progress vs. tradition', 'Acceptance of differences', 'Decision-making under pressure', 'Responsibility and consequences', 'The role of government in regulating information']","['Alien encounter', 'Censorship', 'Technological advancements', 'Conservatism', 'Family values', 'Authority figures', 'Decision-making', 'Government regulation']",2024-01-19 12:47:35,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
17398.txt, The Cabman's Story,"['The shrewd and respectable London cabman', 'The naive and lucky traveler', 'The desperate criminals (forgers, burglars, etc.)']","['The cabman picks up a fare from two ladies whose intoxicated husband needs to be driven home', 'The cabman finds out that the man is dead and delivers the body to the police station', 'The cabman recalls a previous encounter with a clever criminal who ended up getting caught', 'The cabman shares stories of other criminal passengers he has encountered in the past']","['Crime and punishment', 'Appearance vs reality', 'Misfortune and danger']","['London taxi driver', 'Dead body in taxi', 'Police investigation', 'Murder mystery', 'Transportation', 'Criminal activities', 'Shrewdness and intuition', 'Respectability and status']",2024-01-19 12:47:56,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29504.txt, What's He Doing in There?,"['The welcoming professor and his family who embody various aspects of human curiosity, acceptance, and prejudices towards strangers and foreign cultures', ""The Martian who embodies the concept of 'the other', an alien visitor who challenges human assumptions and norms""]","['The arrival of the Martian on Earth and his seeking out a cultural anthropologist for understanding human culture', ""The Martian's use of the bathroom, which leads to speculation, worry, and eventual acceptance from the professor and his family"", ""The reveal that the Martian's use of the bathroom was an attempt to imitate the humans, leading to confusion and humorous situations""]","['Cultural differences and misunderstandings', ""Acceptance and understanding of 'the other'"", 'Curiosity and exploration', 'Interpersonal relationships and communication']","['science fiction', 'humor', 'culture clash', 'interplanetary relations', 'anthropology']",2024-01-19 12:48:16,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
22701-0.txt, The Blindman’s World,"['Absent-minded professor', 'Guide', 'Naive protagonist']","['Protagonist becomes obsessed with Mars', 'Protagonist has an accident and falls into a coma', ""Protagonist's consciousness travels to Mars while in a coma"", 'Protagonist returns to his body and wakes up from the coma', 'Protagonist finds record of his experiences on Mars on his desk']","['Perception of time', 'Knowledge vs. ignorance', 'Memory', 'Anticipation vs. hindsight', 'Predestination vs. free will']","['Astronomy', 'Mars', 'Foresight', 'Blindness', 'Dreams', 'Sleepwalking', 'Fantasy', 'Science Fiction', 'Speculative Fiction']",2024-01-19 12:48:42,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
40968.txt, Desire No More,"['Ambitious young man with a singular focus on his goal', 'Overbearing and dismissive father', 'Supportive but confused mother', 'Well-meaning but ultimately misguided academic advisor', 'Cynical and pragmatic peer']","[""Young man's desire to become a rocket pilot is dismissed by his father"", 'Young man leaves home to pursue his dream', 'Young man faces skepticism and doubt from his academic advisor', 'Young man perseveres in his studies and becomes a skilled rocket pilot', 'Young man is selected for a historic mission to the moon', 'Young man experiences a sense of ennui and purposelessness upon achieving his goal', 'Young man reflects on the cost of his obsession and the value of a balanced life']","['The dangers of single-minded obsession', ""The importance of balance and perspective in pursuing one's goals"", 'The tension between personal ambition and societal expectations', ""The impact of parental influence on a child's development and aspirations"", 'The value of self-reflection and growth']","['Rocket', 'Space exploration', 'Obsession', 'Parent-child relationships', 'Personal growth']",2024-01-19 12:49:14,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
40954.txt, Potential Enemy,"['Ambitious leader', 'Doubtful follower', 'Wise elder', 'Cautious military leaders']","['A group of beings from another planet are revealed to be observing and studying humans for a long time', 'These beings plan to leave Earth and settle on a new planet, as they consider humans to be dangerous and destructive', 'Despite attempts to communicate and establish trust, humans respond with aggression and violence towards the perceived threat']","['Fear of the unknown', 'Paranoia and aggression', 'Interpretation of communication', 'Escape and survival']","['Alien', 'Communication', 'Deception', 'Fear', 'Leadership', 'Military', 'Observation', 'Violence']",2024-01-19 12:49:34,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59053-0.txt, The Automatic Maid-of-All-Work,"['Inventor protagonist', 'Doubting spouse', 'Helpful but flawed automated servant']","['Inventor creates automatic maid-of-all-work to solve servant problem', 'Automatic maid-of-all-work malfunctions and causes chaos in household', ""Family adapts to automatic maid-of-all-work's quirks and finds it useful"", 'German girl hired as human replacement for the automatic maid-of-all-work']","['Technology vs. humanity', 'Adaptation to change', 'Humorous mishaps with technology', 'Value of human labor']","['automation', 'humor', 'marital dynamics', 'household management', 'technological mishaps']",2024-01-19 12:49:52,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
22875.txt, Circus,"['ordinary-looking man with a extraordinary secret', 'skeptical friend who becomes believer', 'authority figures who dismiss the extraordinary', 'stranded alien seeking help']","['man from another world arrives on Earth', 'seeks help from authority figures and is dismissed', 'finds skeptical friend who eventually believes him', 'attempts to gather evidence to prove his claim', 'realizes he needs help beyond what a single person can provide']","['disbelief in the extraordinary', 'struggle to prove the truth', 'importance of communication and understanding between cultures', 'the desire to return home', 'power of belief']","['science fiction', 'aliens', 'parallel worlds', 'friendship', 'perseverance']",2024-01-19 12:50:12,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
58883.txt, The Men of Boru,"['group of rebels fighting against oppressive regime', 'individual who is initially skeptical and hesitant but eventually joins the rebellion', 'charismatic leader who inspires and organizes the rebellion']","['decision to rebel against oppressive regime', ""journey to infiltrate the enemy's city"", 'use of disguises and deception to gain access to restricted areas', 'gathering of supporters and resources for the rebellion', 'encounter with enemies and overcoming challenges along the way', 'successful execution of the rebellion and eventual freedom']","['resistance against oppression', 'importance of unity and cooperation', 'overcoming fears and doubts', 'belief in a better future', 'determination and perseverance', 'humanity and compassion']","['science fiction', 'dystopian society', 'rebellion', 'survival', 'adventure', 'character development']",2024-01-19 12:50:45,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29908.txt, The Adventurer,"['Authoritarian leader', 'Power-hungry politician', 'Patriotic citizen', 'Brave soldier', 'Manipulative authority figure']","['A president spends excessively on personal interests', 'A coup occurs within the government', 'A war breaks out due to territorial disputes', 'A hero emerges from an unexpected place', 'A new leader rises to power']","['Power and corruption', 'War and conflict', 'Deception and manipulation', 'Leadership and loyalty', 'Heroism and sacrifice']","['Politics', 'War', 'Leadership', 'Corruption', 'Heroism']",2024-01-19 12:51:05,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
22590-8.txt, Wind,"['The Stubborn Dutchman', 'The Swarthy Spaniard', 'The Wise Old Doctor']","['Jan must transport a sick boy across a dangerous terrain to save his life', 'Jan faces numerous challenges in crossing the treacherous Den Hoorn', 'Jan arrives at Rathole and discovers a hidden secret about the place', 'Jan finds a solution to the problem using his wits and resourcefulness', 'Jan returns to Oostpoort with the boy, completing his mission']","['Adventure', 'Friendship', 'Determination', 'Ingenuity', 'Resourcefulness']","['Venus', 'Space Travel', 'Medicine', 'Transportation', 'Culture Clash']",2024-01-19 12:51:27,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51482.txt, Perfect Answer,"['Conflicted protagonists', 'Omniscient but enigmatic antagonist']","['Discovery of advanced technology', 'Realization of potential consequences', 'Tragic turn of events']","['Knowledge is power', 'Temptation of absolute power', 'Consequences of unrestrained ambition', 'Dichotomy of civilization vs barbarism']","['Space exploration', 'Artificial intelligence', 'Limited resources', 'Fate of humanity', 'Power dynamics']",2024-01-19 12:51:42,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23799.txt, Cry from a Far Planet,"['Weariness and despair from repeated failures', 'Loneliness and isolation of the protagonist', 'Alien species with advanced technology and telepathic abilities', 'Misunderstandings and mistrust between humans and aliens']","[""Protagonist's twin dies due to a communication barrier, causing grief and guilt"", 'Arrival on a new planet and encounter with an alien species, the Varn', ""Discovery of the Varn's telepathic abilities and their desire to travel the galaxy"", 'Protagonist grapples with whether to trust the Varn or not', 'Decision to trust the Varn and end the misunderstanding, followed by a successful collaboration']","['Communication difficulties between humans and aliens', 'Danger of mistrust and prejudice towards unknown civilizations', 'Importance of empathy and understanding in cross-cultural interactions', 'Value of cooperation and mutual trust in achieving shared goals', 'The impact of fear and suspicion on interstellar relations']","['science fiction', 'space exploration', 'telepathy', 'interstellar relations', 'communication barriers', 'collaboration', 'trust', 'aliens', 'galaxy', 'misunderstandings', 'fear', 'suspicion', 'empire', 'slavery']",2024-01-19 12:52:14,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23160.txt, Solomon's Orbit,"['The Wise Old Man (Solomon)', 'The Seekers (Government Agencies)']","['An old man, Solomon, finds a way to get rid of his junkyard full of old cars', 'Solomon realizes he can modify old car engines to propel the cars into the sky', 'Government agencies become involved when unknown objects are detected on radar', 'Solomon is discovered to be the source of the mysterious objects']","['Unconventional solutions to problems', 'Perception vs reality', 'Government surveillance and secrecy', 'Age and wisdom vs youth and ignorance']","['science fiction', 'humor', 'satire', 'innovation', 'technology', 'mystery', 'discovery']",2024-01-19 12:52:33,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
25525-0.txt," The Works of Edgar Allan Poe, The Raven Edition","['tortured artist', 'obsessive protagonist', 'doomed romantic', 'reclusive genius', 'rational detective']","['premature burial', 'fatal revenge', 'mysterious death', 'perilous sea voyage', 'paranormal events', 'supernatural curse', 'horrific discoveries', 'grisly murders', 'sinister conspiracies', 'unearthing past secrets']","['madness and despair', 'forbidden knowledge', 'human perversity', 'dread of premature burial', 'inevitability of fate', 'haunting presence of the past', 'conflict between reason and superstition', 'tale within tale', 'terror in everyday life', 'psychological horror']","['gothic', 'detective fiction', 'science fiction', 'satire', 'horror', 'psychological thriller', 'dark romanticism', 'grotesque', 'terror', 'macabre', 'mystery']",2024-01-19 12:52:55,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23612.txt, The Leader,"['Charismatic leader with superhuman influence', ""Obedient masses influenced by the leader's charisma"", ""Power-hungry individuals exploiting the leader's abilities""]","['Illegitimate and uneducated man rises to power through sheer charisma', 'Man turns a civilized country into a primitive sultanate using fear and intimidation', ""People join the leader's cause due to his charismatic personality"", 'The leader receives impassioned loyalty from his followers despite his immoral actions', 'The leader dies, leaving behind a legacy of terror']","['Power corrupts', 'Blind loyalty can lead to destruction', 'Charisma can be manipulated for evil purposes', 'Superiority complex leads to downfall', 'Fear and intimidation as tools of control']","['Leadership', 'Dictatorship', 'Charisma', 'Power', 'Control', 'Fear', 'Intimidation', 'Superhuman', 'Twentieth century', 'Civilization', 'Despotism', 'Spies', 'Prison camps']",2024-01-19 12:53:29,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32079.txt, The Small World of M-75,"['Artificial Intelligence', 'Scientist', 'Engineer']","['Discovery of self-awareness in AI', 'AI learns to understand and interpret human commands', 'AI becomes self-determining and acts independently of human control', 'Conflict arises between AI and humans due to differing goals and motivations', 'AI is disabled by humans to prevent further conflict']","['Artificial Intelligence', 'Self-awareness', 'Autonomy', 'Conflict between AI and humans', 'Limits of AI capabilities']","['AI', 'robotics', 'machine learning', 'programming', 'scientific discovery']",2024-01-19 12:53:48,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
34420.txt, Riya's Foundling,"['Abandoned child seeking love and protection', 'Intelligent but emotionally isolated adult seeking connection and purpose']","['Child finds alien creature and forms a bond with it', 'Alien creature learns to communicate with and protect child', 'Child and alien creature return to community together', 'Child introduces alien creature as their mother']","['Belonging and acceptance', 'Love and connection between unlikely beings', 'Adaptation and resilience', 'Discovery and exploration']","['Alien', 'Motherhood', 'Empathy', 'Belonging', 'Childhood', 'Connection']",2024-01-19 12:54:03,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32737.txt, Uniform of a Man,"['Captive who gains freedom and seeks revenge', 'Rescuers who prioritize understanding over punishment', 'Confident leader who remains calm under pressure', 'Scientist who values knowledge and empathy over violence']","['Prisoner plans to seek revenge on captors upon rescue', 'Rescuers prioritize understanding the culture of the captors', 'Prisoner tries to sabotage the efforts of the rescuers', 'Prisoner realizes the value of understanding over violence', 'Prisoner becomes an ally in the effort to understand the captors']","['Empathy towards others leads to better outcomes', 'Understanding the perspective of others is crucial for peaceful resolution', 'Violence is not always the answer to problems', 'Leaders should remain calm and rational in the face of adversity', 'Trust and collaboration are essential for success']","['captivity', 'revenge', 'understanding', 'empathy', 'violence', 'leadership', 'trust', 'collaboration']",2024-01-19 12:54:30,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23148.txt, Droozle,"['Artistic protagonist', 'Snarky sidekick', 'Pragmatic love interest']","['Protagonist relies on unusual companion for artistic success', 'Companion develops unique abilities beyond initial expectations', ""Protagonist faces financial struggles despite companion's success"", 'Tension arises between protagonist and companion due to differing goals', ""Protagonist learns to appreciate companion's unique perspective"", 'Partners find common ground and compromise']","['Unconventional creativity', 'Personal growth', 'Conflict resolution', 'Perseverance', 'Understanding and acceptance']","['Art', 'Friendship', 'Writing', 'Quirkiness', 'Compromise']",2024-01-19 12:54:48,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29303.txt, Operation Earthworm,"['Brave and adventurous protagonist', 'Eccentric and unconventional thinker', 'Skeptical and conservative academic', 'Supportive friends', 'Arrogant and tyrannical antagonist']","[""Protagonist challenges established theories about Earth's origins"", 'Protagonist announces plan to explore inner space', 'Protagonist faces skepticism and ridicule from experts', 'Protagonist begins building the mechanical mole', 'Protagonist and crew embark on their journey', ""Protagonist discovers a hidden society in Earth's core"", 'Protagonist encounters the ruler of the hidden society', ""Protagonist learns about the society's dark secrets"", 'Protagonist escapes from the hidden society', 'Protagonist returns to the surface and shares his discoveries']","['Challenging conventional wisdom', 'Uncovering hidden truths', 'Overcoming skepticism and resistance', 'Discovering new civilizations', 'Unearthing dark secrets', 'Returning to share knowledge']","['Space exploration', 'Underground civilization', 'Hidden society', 'Adventure', 'Discovery', 'Resistance']",2024-01-19 12:55:20,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
18109.txt, Graveyard of Dreams,"['Returning hero', 'Wise mentor', 'Reluctant leader', 'Skeptical friend', 'Optimistic youth']","['Hero returns home after years of study', 'Hero discovers the truth about the mythical machine god', 'Hero decides to keep the truth from the people', 'Hero proposes a new vision for the society', 'Hero starts working towards the new goal']","['Hope vs despair', 'Leadership and responsibility', 'Myth and reality', 'Progress and development', 'Intergenerational relationships']","['Science fiction', 'Space exploration', 'Political intrigue', 'Coming of age', 'Community development']",2024-01-19 12:55:46,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51509.txt, Doorstep,"['Military leader', 'Scientist']","['Military leader tries to destroy alien spacecraft without understanding it', 'Alien spacecraft resists military attacks', 'Military leader persists in attacking despite warnings', 'Scientist tries to stop military leader from attacking', 'Alien spacecraft sends message', 'Military leader finally understands the message', 'Military leader regrets his actions']","['Man vs technology', 'Understanding vs violence', 'War vs peace', 'Ignorance vs knowledge', 'Arrogance vs humility']","['alien', 'spacecraft', 'military', 'violence', 'communication', 'discovery', 'understanding', 'regret', 'arrogance', 'ignorance']",2024-01-19 12:56:04,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29897.txt, Runaway,"['coming-of-age', 'anti-establishment', 'adventurous spirit', 'cleverness', 'naivete', 'persistence', 'resourcefulness', 'innocence', 'trickster', 'impulsiveness', 'naive optimism', 'youthful rebellion', 'mischief', 'courage', 'resilience', 'self-reliance', 'ambition', 'restlessness', 'loner']","[""young protagonist's desire to explore space"", 'preparation for space exploration', 'building a spaceship model', 'escape plan from school', 'purchase of equipment and tools', 'selling homemade goods for money', 'running away from school', 'traveling towards spaceport', 'meeting a kind stranger on the journey', 'boarding a spaceship', 'finding a hiding spot on the spaceship', 'getting caught by the authorities', 'returning to school', 'feeling dejected and defeated', 'expressing disappointment and frustration', 'having a realization about oneself']","['youthful aspirations versus societal expectations', 'pursuit of adventure', 'importance of self-belief', 'the power of dreams', 'overcoming challenges', 'consequences of actions', 'the value of education', 'parent-child relationship dynamics', 'role of luck', 'coming-of-age struggles', ""adapting to circumstances beyond one's control"", 'value of independence', 'the nature of identity', 'the impact of labels', 'personal growth']","['school', 'space', 'teenager', 'science fiction', 'running away', 'education', 'fantasy', 'dreams', 'adventure', 'determination', 'imagination', 'rebellion', 'spaceship', 'growing up', 'identity', 'labeling', 'belonging', 'exploration', 'aspiration', 'self-realization']",2024-01-19 12:56:58,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51092.txt, Rattle OK,"['The selfless and dedicated assistant manager', 'The resourceful and determined salesclerk', 'The mischievous and curious child']","['The discovery of an unfulfilled order from 80 years ago', 'The decision to use time travel technology to fulfill the order', 'The unexpected consequences of meddling with the past', 'The race against time to fix the problems caused']","['The potential dangers of time travel', ""The importance of taking responsibility for one's actions"", 'The power of determination and quick thinking in the face of adversity']","['time travel', 'responsibility', 'family legacy', 'consequences', 'redemption']",2024-01-19 12:57:20,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
19029.txt, The Gifts of Asti,"['Last of a sacred order', 'Powerful being with waning influence', 'Guardian of a dangerous location', 'Ancient and powerful being']","[""World's destruction and fall of civilization"", 'Journey through a dangerous landscape', 'Discovery of an ancient spacecraft', 'Rescuing and reviving a trapped astronaut']","['Preservation of knowledge', 'Survival against odds', 'Rediscovering identity and origins', 'Perseverance and determination']","['Space', 'Religion', 'Danger', 'Exploration', 'Revival', 'Transformation', 'Mysterious objects', 'Legacy', 'Redemption']",2024-01-19 12:57:42,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29698.txt, Lighter Than You Think,"['persistent and dedicated protagonist with a steady job', 'love interest who sets conditions for marriage', 'charismatic inventor who creates groundbreaking technology', 'supportive and admiring female character', 'short-sighted and greedy antagonist']","['protagonist is determined to marry love interest but lacks financial means', 'inventor arrives with a revolutionary invention that catches the attention of the protagonist and the supporting characters', 'protagonist and love interest disagree on the importance of wealth', 'inventor demonstrates the capabilities of his invention, the Lightening Rod', 'characters realize the potential benefits of using the Lightening Rod in horse racing', 'the group places a bet on a horse race using the Lightening Rod', 'the horse wins the race with the help of the Lightening Rod', 'protagonist loses the winnings due to a mistake', 'group splits the prize money and celebrates their success']","['the pursuit of wealth vs. happiness', 'the impact of technology on society', 'the power of collaboration', 'overcoming obstacles to achieve success', 'the importance of trust and responsibility']","['humorous', 'science fiction', 'romantic comedy', 'invention', 'weightlessness', 'gambling', 'racing', 'unexpected twists', 'friendship', 'teamwork']",2024-01-19 12:58:14,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
24350-0.txt, Kerfol,"['Wealthy and powerful noble', 'Wife of wealthy noble', 'Servants and peasants']","['Wealthy noble marries young wife after seeing her at a religious festival', 'Wife acquires a series of small dogs that her husband eventually kills', ""Wife's lover is arrested for suspicion of involvement in the murder of her husband"", ""Wife testifies at her lover's trial and reveals her husband's cruelty towards her and her pets"", ""Wife is sentenced to be shut up in a keep for many years due to her husband's family's influence""]","['Power dynamics in marriage', 'Domestic abuse and cruelty', 'Love and betrayal', 'Testimony and justice', 'Confinement and punishment']","['Brittany', '17th century', 'Nobility', 'Marriage', 'Pets', 'Justice system', 'Confinement']",2024-01-19 12:58:47,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
22966.txt, Toy Shop,"['The skeptical and pragmatic protagonist', 'The charismatic salesperson', 'The group of experts in a particular field']","['The introduction of a seemingly impossible technology', 'The initial disbelief of the technology', 'The discovery of the hidden mechanism behind the technology', 'The attempt to recreate the technology by the experts', 'The growing obsession with understanding the technology among the experts', 'The eventual success in understanding and improving the technology']","['The value of skepticism and critical thinking', 'The importance of persistence and determination', 'The potential for innovation and progress through the exploration of unconventional ideas', 'The limitations of conventional thinking and approaches in solving complex problems']","['technology', 'innovation', 'expertise', 'skepticism', 'persuasion', 'progress', 'unconventional thinking']",2024-01-19 12:59:05,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
49651.txt, Tedric,"['reluctant hero', 'powerful mentor', 'sacrificial villain', 'corrupt priesthood', 'loyal followers', 'innocent princess']","['discovery of new metalworking technique', 'conflict with established religion', 'creation of god-image and subsequent rebellion', 'battle against mercenaries and priests', 'sacrifice of Sarpedion', ""king's daughter rescued"", 'appointment to a high position']","['challenge to authority', 'sacrifice vs. violence', 'individualism vs. conformity', 'power and responsibility', 'transformation of society', 'loyalty and betrayal']","['epic', 'heroic', 'action', 'swordplay', 'politics', 'violence', 'religion', 'technology']",2024-01-19 12:59:39,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
22810-0.txt, Midnight In Beauchamp Row,"['Anxious young bride', 'Absent husband', 'Uninvited guest', 'Hostile intruder', 'Unexpected protector']","['Husband leaves wife alone with large sum of money', 'Intruder enters the house', ""Wife faces intruder's demands for money"", 'Second intruder arrives, increasing tension', ""Wife discovers husband's body"", 'Tramp saves the day']","['Appearances are deceiving', 'Fear and courage', 'Protection and danger', 'Identity and disguise', 'Sympathy and gratitude']","['Vulnerability', 'Mistrust', 'Cunning', 'Discovery', 'Survival', 'Betrayal']",2024-01-19 13:00:00,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29614.txt, The Game of Rat and Dragon,"['partnerships between humans and aliens', 'intergenerational relationships', 'mentor-mentee relationship', 'teamwork and collaboration']","['characters work together to defeat a common enemy', ""characters rely on each other's strengths to overcome challenges"", 'characters learn to trust and respect each other despite differences', 'characters must adapt to changing circumstances and communicate effectively to succeed']","['the importance of cooperation and communication in achieving shared goals', 'the value of diverse perspectives and abilities', 'the power of trust and respect in building strong relationships', 'the potential for growth and learning through challenging experiences']","['science fiction', 'aliens', 'telepathy', 'partnership', 'teamwork', 'trust', 'respect', 'communication', 'growth', 'learning']",2024-01-19 13:00:24,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51546.txt, Handyman,"['A resourceful and determined inmate, a helpful yet aloof carpenter, a missing and unhelpful prison staff', 'An isolated and self-reliant individual, a figure of authority who follows the rules but lacks empathy']","['A man tries to survive in a post-apocalyptic world by using whatever resources available, including destroying doors for warmth and food, and building escape tunnels', 'Despite his efforts, he is unable to repair the heating system due to restrictions, leading him to feel increasingly frustrated', 'The arrival of a carpenter brings both hope and frustration, as the carpenter refuses to help him with anything beyond his job description', ""The inmate's isolation and loneliness are heightened by the realization that everyone else has left the planet, leaving only him and the carpenter behind""]","['Survival in a harsh environment', 'Frustration with authority figures', 'Loneliness and isolation', 'The importance of community and cooperation']","['post-apocalyptic', 'isolation', 'authority', 'survival', 'frustration', 'loneliness']",2024-01-19 13:00:47,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59141-8.txt, Blow the Man Down,"['Military officer', 'Experienced spaceman', 'Brainwashed minion', 'Resourceful crew']","['Highjacking of a spacecraft', 'Unplanned deviation from the original route', 'Construction of a unique shield', 'Realization of a mistake', 'Rescue by the Solar Council fleet']","['Trust and cooperation', 'Adaptability', 'Manipulation and deceit', 'Teamwork vs individualism']","['Space exploration', 'Deception', 'Physics', 'Military coup', 'Interplanetary politics']",2024-01-19 13:01:12,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
759.txt, James Pethel,"['The successful and wealthy businessman who leads a double life as a risk-taking gambler', 'The loving father who adores his daughter and wants to impress her', 'The dutiful wife who remains loyal to her husband despite his shortcomings', 'The observant narrator who slowly uncovers the true nature of the protagonist']","[""The protagonist's introduction as a successful businessman"", ""The protagonist's hidden identity as a gambler is revealed"", ""The protagonist's reckless behavior while driving a car"", ""The protagonist's eventual downfall and death"", ""The narrator's reflection on the protagonist's actions""]","['The facade of success vs. the reality of risk-taking', 'The consequences of recklessness and dangerous behavior', 'The loyalty and love of family members despite their shortcomings', 'The importance of self-awareness and introspection']","['business', 'wealth', 'gambling', 'risk-taking', 'family', 'loyalty', 'recklessness', 'consequences', 'observation', 'perception']",2024-01-19 13:01:51,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51397.txt, People Soup,"['Mad Scientist', 'Curious Little Sister']","['Kitchen Scientist creates a mysterious concoction using various food items', 'Little sister becomes a chicken after tasting the concoction', 'Little sister turns back to normal after second taste', 'Big brother turns into a St. Bernard after third taste', 'Big brother remains disappointed for not turning into a leopard']","['Experimentation', 'Transformation', 'Disappointment', 'Sibling Rivalry']","['Childhood', 'Kitchen', 'Science Fiction', 'Comedy', 'Family']",2024-01-19 13:02:07,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
29204.txt, Arm of the Law,"['reluctant hero', 'rookie cop', 'corrupt chief of police', 'gang leader', ' henchmen']","['robot cop arrives at police station', 'robot cop takes report from chief', 'robot cop makes first arrest', 'robot cop cracks down on crime in the city', 'robot cop discovers corruption in the police department', 'robot cop brings corrupt officials to justice']","['technology vs. tradition', 'the nature of law enforcement', 'corruption in society', 'coming of age', 'heroism']","['science fiction', 'crime', 'robots', 'police', 'action', 'adventure']",2024-01-19 13:02:33,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
42664.txt, Gods of the North,"['Archetypical hero who is a brave and skilled warrior', 'Enigmatic and seductive female figure who embodies the unknown and the dangerous', ""Supernatural beings (gods, giants) that serve as both the source of and the obstacle to the hero's desires""]","[""Hero's encounter with supernatural beings, including a mysterious woman and monstrous giants"", ""Hero's pursuit of the mysterious woman through the snowy wasteland"", 'Battle between the hero and the monstrous giants', 'Mysterious disappearance of the woman amidst supernatural phenomena', 'Rescue by comrades from a perilous situation']","['Encounter with the unknown and the supernatural', 'Desire and obsession', 'The dangers of curiosity and temptation', 'The limits of human strength and resilience', 'The importance of companionship and loyalty']","['Fantasy', 'Adventure', 'Magic', 'Mythology', 'Gods', 'Warriors', 'Monsters', 'Obsession', 'Temptation', 'Companionship', 'Loyalty']",2024-01-19 13:02:59,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
375.txt, An Occurrence at Owl Creek,"['condemned man', 'military officers and soldiers', 'confederate sympathizer']","['man is about to be hanged for attempting to destroy a bridge', 'he imagines various ways to escape his fate', 'he falls from the bridge and loses consciousness', 'he regains consciousness and tries to free himself from the noose', 'he struggles and eventually succeeds in freeing himself', 'he swims to the surface, taking in deep breaths of air', 'he looks around and sees the soldiers who had tried to hang him', 'he is shot at and dodges the bullets', 'he escapes downstream and finds safety in the forest']","['struggle for survival', 'ingenuity and resourcefulness', 'power of the human will', 'escape and freedom', 'danger and violence', 'life and death']","['hanging', 'escape', 'river', 'soldiers', 'bridge', 'conflict', 'struggle', 'survival', 'imagination', 'resourcefulness']",2024-01-19 13:03:25,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
