book_id,title,archtypes,plot_points,themes,key_words,timestamp,llm_annotator
704.txt, The Mansion,"['self-made man with a highly esteemed pattern', 'solid, correct, and successful individual', 'next generation seeking independence', 'generous benefactor']","[""construction of a mansion that represents one's success and social position"", 'intergenerational tension arising from differing values and priorities', 'a journey to Europe that showcases cultural experiences', 'a change in perspective regarding the meaning of success and happiness', ""evaluating the impact of one's actions on others"", 'appreciating the value of relationships and experiences over material possessions']","['the pursuit of success and happiness', 'intergenerational dynamics', 'values and priorities', 'self-realization', 'appreciating the intangible aspects of life', 'the role of wealth and power in society']","['New York', 'high finance', 'respectability', 'domestic architecture', 'Bible quotes', 'parent-child relationship', 'privilege', 'personal growth', 'philanthropy', 'European tour', 'social status', 'materialism', 'happiness']",2024-01-18 23:47:52,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23172.txt, The Damned Thing,"['coroner', 'farmer/woodmen', 'writer', 'deceased']","['group of men gathered in cabin for inquest of deceased', 'writer tells story of how deceased died during hunting trip', 'writer and deceased investigating strange sounds and movements in field', 'deceased attacked and killed by unseen entity']","['mystery and the unknown', 'man vs nature', 'testimony and truth', 'perception and reality']","['damned thing', 'grizzly bear', ""coroner's inquest"", 'wild oats', 'mountain lion']",2024-01-18 23:48:11,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51296.txt, The Sense of Wonder,"['A young man struggling to understand and challenge the status quo of his society', 'An older generation resistant to change and clinging to tradition']","['The protagonist notices changes in their environment and seeks answers', 'The protagonist learns about the history of their society and its past rebellion', 'The protagonist discovers a hidden room and its contents, sparking curiosity and fear', 'The protagonist breaks the machinery controlling their society, causing chaos and uncertainty', 'The society must learn to adapt and survive in a new environment', 'The protagonist faces conflict and resistance from their peers due to their actions']","['The nature of progress and change', 'The tension between tradition and innovation', ""The individual's role in societal structure"", 'The consequences of questioning authority', 'The fear of the unknown and the unfamiliar']","['sci-fi', 'dystopia', 'coming-of-age', 'rebellion', 'society', 'change']",2024-01-18 23:48:42,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51241.txt, Bridge Crossing,"['The main character, Roddie, is a human-like being who is different from the other beings in the city in that he experiences emotions and physical sensations such as hunger, thirst, and pain.', ""The other beings in the city, referred to as'soldiers', are mechanical beings programmed to protect the city and its resources.""]","[""Roddie discovers an injured female 'Invader' named Ida who has snuck into the city to help with the wounded."", 'Despite his initial mistrust, Roddie decides to bring Ida to the soldiers to prove his worth as a member of their society.', ""On their journey, Roddie realizes that Ida is not much different from himself and begins to question the purpose of the soldiers and the war between the humans and the 'Invaders'."", 'At the end of the story, Roddie saves Ida from the soldiers and allows her to return to her people, leading the reader to believe that he may choose to join her in the process.']","['The theme of identity and belonging is explored throughout the story as Roddie struggles to understand his place in the city and whether he truly belongs with the soldiers.', 'The theme of trust and loyalty is also present as Roddie grapples with his feelings towards Ida and the soldiers, ultimately choosing to betray the latter in favor of the former.']","['post-apocalyptic', 'human-machine relations', 'coming-of-age', 'war', 'loyalty']",2024-01-18 23:49:20,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51255.txt, Chain Reaction,"['Mathematician struggling with the consequences of his own theories', ""Colleagues who share the mathematician's fears about his theories"", ""Institutional authority figures who dismiss the mathematician's concerns""]","['Mathematician predicts global catastrophe based on his theories', 'Colleagues visit mathematician in sanitarium to investigate his claims', 'Global catastrophe fails to occur as predicted, leading to confusion and violence', 'Mathematician grapples with the implications of his own fallibility']","['The limitations of human knowledge and understanding', 'The potential dangers of scientific progress', 'The tension between individual perspective and institutional power', 'The psychological toll of fear and uncertainty', ""The difficulty of accepting one's own fallibility""]","['mathematics', 'catastrophe', 'sanitarium', 'paranoia', 'ignorance', 'authority', 'fallibility']",2024-01-18 23:49:49,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59575-8.txt, Dearest Enemy,"['The archetype of the brave, resourceful, and determined astronaut (Joshua Thorn) who is willing to risk everything to ensure the survival of humanity.', 'The archetype of the loyal and dedicated military officer (Brigadier Robert McQuine, USAF, Intelligence) who follows orders and does his duty, but struggles with the morality of his mission.']","['The launch of Vanguard-I, the first manned spacecraft, and its successful establishment of orbit.', 'The discovery of a second manmade satellite, presumably launched by the enemy, and the subsequent realization that Earth has been targeted by cobalt bombs.', 'The decision to attempt a risky maneuver to bring Vanguard-I into a new orbit around Venus, potentially providing a new home for humanity.', 'The eventual success of the maneuver, and the arrival of Vanguard-I on Venus, where Joshua Thorn becomes the last surviving member of the human race.', 'The unexpected arrival of a second spaceship, seemingly sent by the enemy, and the tragic confrontation between the two survivors.']","['The theme of determination and perseverance in the face of overwhelming odds.', 'The theme of isolation and loneliness, as Joshua Thorn becomes the last surviving member of the human race.', 'The theme of moral ambiguity, as Joshua Thorn must decide whether to trust the occupant of the second spaceship or follow his orders and assume the worst.', 'The theme of sacrifice, as Joshua Thorn gives his life to protect humanity.', 'The theme of the unknown and the unknowable, as Joshua Thorn explores the surface of Venus and discovers a world unlike anything he has ever imagined.']","['space exploration', 'survival', 'isolation', 'trust', 'morality', 'determination', 'venus', 'astronaut', 'last man', 'cobalt bomb']",2024-01-18 23:51:54,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59345.txt, Slow Burn,"['Commander facing a crisis of leadership', 'Space station crew with diverse skills and backgrounds', 'Obstructive and ambitious politician', 'Inexperienced and unprepared engineer']","['Space station damaged during a critical mission', 'Attempts to repair the station and stabilize its trajectory', 'Realization of sabotage and the identity of the culprit', 'Race against time to correct the trajectory and avoid disaster', 'Discovery of a potential solution and execution of a daring plan']","['Leadership and responsibility', 'Teamwork and collaboration', 'Betrayal and consequences', 'Crisis management and decision making', 'Perseverance and determination']","['science fiction', 'space travel', 'leadership', 'crisis', 'teamwork', 'sabotage', 'physics']",2024-01-18 23:52:25,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32906.txt, Thy Name Is Woman,"['Man struggling to maintain his identity and dignity in a world dominated by a single gender', 'Men transformed into ideal versions of themselves by women', 'A woman seeking independence and autonomy in a male-dominated society']","['A man stows away on a spaceship to Mars, a world colonized solely by women', 'Upon arrival, the man discovers that the women have created their own civilization, complete with genetically modified men who embody their ideals', 'The man struggles to adapt to this new society while remaining true to his own values and beliefs', 'The man forms a relationship with a woman who challenges his perceptions and helps him understand the complexities of their society', 'The man returns to Earth to share his experiences and knowledge with the remaining population of men']","['The struggle for individuality and identity in a homogenous society', 'The impact of societal expectations on personal relationships', 'The consequences of unequal power dynamics in relationships and society', 'The potential for growth and understanding through cross-gender interactions']","['feminism', 'gender roles', 'identity', 'transformation', 'relationships', 'power dynamics', 'exploration', 'self-discovery']",2024-01-18 23:54:32,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32735.txt, Forsyte's Retreat,"['Recovering alcoholic seeking anonymity in a large city hotel, forced instead into the limelight of managing a chaotic, overpopulated hotel due to ignorance of his true role.', 'Hotel management expert who struggles with the challenges of an unusual hotel layout and mysterious temporal shifts, ultimately leading to historical changes.', 'Old man who is the descendant of the original hotel owner and responsible for welcoming the protagonist to the future world.']","['Protagonist takes on a hotel management job after leaving his previous employer due to issues with alcoholism.', 'Upon arrival, the protagonist finds the hotel to be smaller than expected and becomes frustrated with the lack of organization among the staff.', 'Protagonist discovers that the hotel is larger than it appears due to temporal shifts, causing confusion and difficulties in managing the property.', 'Protagonist struggles with the challenges presented by the hotel and makes decisions that lead to significant historical changes.', 'Descendant of the original hotel owner welcomes protagonist to the future world and tries to prevent him from returning to his own time.']","['The struggle between anonymity and recognition in society.', 'The impact of decision making on historical events.', 'The complexities of managing a large organization.', 'The importance of communication and collaboration in achieving success.']","['time travel', 'hotel management', 'alcoholism', 'historical change', 'communication', 'collaboration']",2024-01-18 23:55:11,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51286.txt, Pen Pal,"['Paradoxical middle-aged woman seeking ideal husband', 'Supportive but interfering parent', 'Man of the world who may or may not exist']","['Woman seeks husband through pen pal column', 'Woman visits potential husband in person', 'Woman finds out potential husband is not what she expected']","['Unrealistic expectations in relationships', 'Appearance vs reality', 'The search for a perfect partner']","['Romance', 'Deception', 'Human nature']",2024-01-18 23:58:26,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32127.txt, Wheels Within,"['Neurotic man with repressed anger and frustration due to unrealistic expectations and fantasies', 'Mysterious mystic who can read minds and provide guidance', 'Man seeking to expose corruption and injustice despite personal risk']","['Man seeks medical help for severe headaches and finds them to be psychosomatic', 'Man encounters a mystic who accurately describes his thoughts and feelings', 'Man pays for a session with the mystic to cure his headaches and learns the truth about his situation', 'Man faces a moral dilemma regarding exposure of corruption and risks personal safety', 'Man confronts the source of his problems and takes decisive action', 'Man discovers the true nature of his experiences and relationships']","['The power of the mind and self-delusion', 'The consequences of unrealistic expectations and fantasies', ""The importance of facing reality and taking responsibility for one's actions"", 'The value of courage and standing up for justice', 'The significance of personal relationships and trust', 'The impact of manipulation and deception on individuals and society']","['Psychosomatic symptoms', 'Mind-reading', 'Corruption', 'Self-deception', 'Personal growth', 'Moral dilemma', 'Trust', 'Reality']",2024-01-18 23:59:08,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32133.txt, The Graveyard of Space,"['A couple who have been through hard times and are struggling to make a fresh start', 'A mentally ill man driven to desperation by isolation and hunger']","[""The couple's spaceship malfunctions and pulls them into a graveyard of abandoned spaceships"", 'The couple must find a way to repair their ship and escape the graveyard before they run out of air', 'The couple explores the abandoned ships and encounters a mentally ill man who has resorted to cannibalism to survive']","['The struggle for survival in harsh conditions', 'The effects of isolation on mental health', 'The importance of empathy and understanding towards those who are different from us']","['space', 'survival', 'isolation', 'mental health', 'cannibalism']",2024-01-18 23:59:34,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
49754.txt, What Do You Read?,"['The protagonist is a traditional writer who is struggling to maintain his relevance and income in a world where machines can write stories more efficiently and effectively than humans.', 'The antagonist is the manager of Script-Lab, a company that produces machine-written stories. He is a logical and cold individual who believes that machines can replace human writers entirely.']","['The protagonist is called to a meeting with the antagonist to discuss the future of writing.', 'The protagonist visits Script-Lab and sees the machines in action, becoming increasingly concerned about their potential impact on society.', 'The protagonist discovers that the machine-written stories are lacking in humanity and contain dangerous messages that could harm society.', 'The protagonist tries to warn the antagonist and the public about the dangers of machine-written stories, but is met with skepticism and resistance.', 'The protagonist takes drastic measures to expose the flawed nature of machine-written stories and save society.', 'The story ends with the protagonist successfully convincing the antagonist and the public of the dangers of machine-written stories, and the two sides working together to ensure a balance between efficiency and humanity in storytelling.']","['The struggle between technology and tradition.', 'The dangers of blind faith in technology.', 'The importance of humanity and emotion in art.', 'The responsibility of creators to consider the potential impact of their creations on society.', 'The need for a balance between efficiency and humanity in storytelling.']","['Writing', 'Technology', 'Tradition', 'Emotion', 'Responsibility', 'Efficiency', 'Humanity', 'Danger', 'Balance', 'Artificial Intelligence', 'Creativity']",2024-01-19 00:00:30,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
30283.txt, The Sound of Silence,"['Successful woman with seemingly perfect life', 'Psychiatrist who helps protagonist confront her fears and accept her abilities', 'Man who initially rejects protagonist due to her differences', 'Supportive family and community']","['Protagonist develops ability to read minds and predict events', 'Protagonist becomes isolated and fearful due to her abilities', 'Protagonist seeks help from a psychiatrist to understand and cope with her abilities', 'Psychiatrist reveals he also has abilities and introduces protagonist to supportive community', 'Protagonist accepts her abilities and embraces her unique identity']","['Acceptance of differences', 'Overcoming isolation and fear', 'Identity and self-discovery', 'Supportive communities', 'Embracing change and growth']","['Telepathy', 'Mental Health', 'Empowerment', 'Self-Discovery', 'Community Support']",2024-01-19 00:01:18,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
30255.txt, The Skull,"['Protagonist: A hired assassin tasked with finding and killing a historical figure from centuries ago using advanced technology', 'Antagonist: A mysterious organization that provides the protagonist with the tools and instructions to carry out the hit', ""Supporting characters: Various members of the antagonist's organization, including a Speaker who acts as a liaison, a soldier who carries the remains of the target, and technicians who assist with time travel"", 'Victim: The Founder, a long-dead historical figure whose beliefs and teachings pose a threat to the status quo in the future']","['The protagonist is recruited by a mysterious organization to assassinate a historical figure using advanced technology', 'The protagonist travels back in time to the mid-20th century, where he begins his search for the Founder using clues from the organization and his own intuition', 'The protagonist encounters various challenges and obstacles as he searches for the Founder, including suspicious townsfolk and a tightening net of law enforcement', 'The protagonist eventually identifies the Founder and prepares to carry out the assassination, but ultimately refrains from doing so due to a change of heart', 'The protagonist returns to the future, where he faces the consequences of his actions and reflects on the meaning of his mission']","['Time travel and its implications', 'The power of historical figures and their ideas', 'Assassination and its moral implications', 'The dangers of manipulating the past for personal gain', 'The struggle between individual agency and societal expectations']","['Philip K. Dick', 'Assassination', 'Time Travel', 'Historical Figure', 'Manipulation', 'Consequences', 'Moral Dilemma', 'Power', 'Individuality', 'Society']",2024-01-19 00:05:06,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
58670.txt, Dreamer's World,"['A man who has advanced to Stage Five in the Dream Continuity Scale and relies heavily on anesthesia to avoid reality.', ""A woman who has gone 'psycho' and joined a group of Venusian Colonists planning to start over on Venus."", 'A man who is practical and logical, working for the Cowls and tasked with tracking down the Venusian Colonists.', ""Characters struggling with their own morality and the concept of'reality' versus 'dreams', often questioning their own sanity.""]","[""The protagonist's girlfriend goes missing and joins a group of Venusian Colonists."", 'The protagonist experiences 72 hours of consciousness and reality without anesthesia.', 'The protagonist tries to rescue his girlfriend with the help of another man, facing challenges and dangerous situations along the way.', 'The protagonist struggles with the idea of violence and destruction, ultimately embracing it to save his loved one.', 'The protagonist chooses to join the Venusian Colonists instead of returning to his previous life.', 'The protagonist discovers a secret about the Cowls and their inhabitants.', 'The protagonist learns about the Kappa factor and its role in breaking the mass psychosis.', 'The protagonist deals with the consequences of his choices and finds closure.']","['Escape from reality through anesthesia and dreams.', ""Questioning one's own sanity and the meaning of reality."", 'Overcoming fears and embracing personal growth.', 'Loyalty, love, and sacrifice.', 'Discovery of inner strength and abilities.', 'Breaking free from societal norms and expectations.', 'The impact of extreme measures on the human psyche.', 'The importance of accepting and understanding change.', 'The struggle between passivity and aggression.', 'The influence of hormonal factors on behavior and decision-making.']","['Anesthesia', 'Reality', 'Dreams', 'Sanity', 'Change', 'Love', 'Violence', 'Society', 'Venusian Colonists', 'Kappa factor']",2024-01-19 00:07:26,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51668.txt, Dreamworld,"['A man who shares a disturbing dream with many others in the population', 'Two girls who share the same dream and become part of the larger narrative']","['A man has a series of vivid and unsettling dreams that seem to be shared by others', 'People begin to realize that their dreams are not unique to them, leading to societal upheaval', 'A voice in a dream suggests that the world of waking life is the dream, and the world of the dreams is the reality', 'A great leader calls for collective sanity and urges people to choose which world is real']","['The nature of reality and perception', 'Collective consciousness and mass hysteria', 'The power of suggestion and belief', 'The struggle between hope and despair']","['Shared dream', 'Reality vs. Dream', 'Collective delusion', 'Leadership', 'Sanity']",2024-01-19 00:07:47,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32654.txt, Project Hush,"['Three middle-aged, unathletic PhDs who have been in the army since finishing their schooling, each with their own unique background and skills, sent on a secret mission to the moon', 'An alien civilization or a rival human faction that has also established a base on the moon']","['The discovery of a mysterious dome on the moon by the protagonists during a routine exploration mission', 'The attempt to gather intelligence on the inhabitants of the other dome, leading to a dangerous confrontation', 'The capture and subsequent release of one of the protagonists by the inhabitants of the other dome, revealing their true nature', ""The protagonists' realization of the true purpose of their mission and the importance of keeping it a secret"", 'The final showdown between the protagonists and the inhabitants of the other dome, resulting in a surprising outcome']","['The struggle between humanity and an unknown force, whether it be a rival civilization or a rival faction within humanity', 'The importance of secrecy and the consequences of breaking it', 'The power of trust and teamwork among a diverse group of individuals', 'The tension between the desire for recognition and the necessity of secrecy', 'The impact of technology and scientific progress on society and international relations']","['science fiction', 'space exploration', 'mystery', 'secrecy', 'teamwork', 'aliens', 'moon landing', 'military', 'geopolitics']",2024-01-19 00:08:41,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
22890-0.txt, The Worlds of If,"['The protagonist is a wealthy, successful, and somewhat arrogant young man named Dixon Wells, who struggles with tardiness and procrastination. He encounters his love interest, Joanna Caldwell, in a hypothetical scenario created by the subjunctivisor.', 'Joanna Caldwell is a talented young artist who dreams of studying art in Paris. She is independent, strong-willed, and resourceful. Despite facing adversity, she remains determined to achieve her goals.']","['Dixon Wells encounters his former professor, Haskel van Manderpootz, who demonstrates his new invention, the subjunctivisor, to Dixon.', 'Using the subjunctivisor, Dixon views hypothetical scenarios involving his past decisions, leading him to witness a version of events where he catches the doomed rocket flight that eventually crashes.', 'In the hypothetical scenario, Dixon becomes romantically involved with Joanna Caldwell while aboard the ill-fated rocket flight.', 'Through the use of the subjunctivisor, Dixon gains insight into the potential consequences of his actions and develops a deeper appreciation for the people in his life.', 'After learning that Joanna survived the crash, Dixon pursues a relationship with her, ultimately winning her affection.']","['The theme of fate versus free will is explored throughout the story, as Dixon contemplates the impact of his choices on his relationships and personal growth.', ""The story emphasizes the importance of taking responsibility for one's actions, as exemplified by Dixon's realization that his tardiness directly impacts those around him."", 'Another theme is the transformative power of love and empathy, which guides Dixon towards building meaningful connections with others.', 'Lastly, the narrative highlights the value of understanding and appreciating the complex nature of time, whether it be in terms of the past, present, or future.']","['time travel', 'hypothesis', 'romance', 'growth', 'fate', 'free will', 'transformative love', 'empowerment', 'insight', 'appreciation']",2024-01-19 00:09:36,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32697.txt, The Sword,"['Arrogant and advanced alien culture', 'Earthling engineers with limited understanding of alien technology', 'Politicians and leaders who prioritize geopolitical interests', ""Evangelists and philosophers who challenge humanity's values""]","['Alien spaceship arrives with a cryptic message and task', ""Earth's leaders struggle to understand and respond to the alien request"", 'An engineer attempts to understand the true meaning behind the test', 'Humanity receives an extension for the test submission after a series of accidents', 'The engineer discovers the original purpose of the test and shares his findings with the metalworker', 'Humanity passes the test by changing their ways instead of using force']","['Challenging assumptions and biases', 'Questioning the role of technology and force', 'Exploration of morality and ethics', 'Cooperation and unity between factions', 'Redefining success and progress']","['Aliens', 'Test', 'Engineering', 'Sword', 'Religion', 'Philosophy']",2024-01-19 00:10:04,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
701.txt, The King of the Golden River,"['Prophet-like figure who believes in the importance of art and beauty', 'Art critic who becomes a social reformer', 'Melancholic scholar and eventual wife of John Ruskin', 'Three brothers with different personalities and fates: Schwartz, Hans, and Gluck']","[""John Ruskin's social consciousness is awakened after reading a negative review of J.M.W. Turner's work"", 'Ruskin writes Modern Painters, which establishes his reputation as a leading art critic', ""Ruskin's focus shifts from art to social issues, becoming an advocate for economic ideals and humanity"", ""Ruskin's future wife, Effie, challenges him to write a fairy tale, which leads to the writing of The King of the Golden River"", 'The fairy tale is published and becomes popular, with numerous editions and translations']","['The transformative power of art and beauty', 'The impact of social consciousness on individuals and society', 'The role of women in challenging and inspiring male figures', 'The consequences of greed and selfishness versus kindness and compassion', ""The potential for personal growth and development throughout one's life""]","['John Ruskin', 'Art criticism', 'Social reform', 'Fairy tale', 'Transformation', 'Greed', 'Compassion', 'Personal growth']",2024-01-19 00:10:51,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
32907.txt, You Too Can Be A Millionaire,"['The protagonist, Mark, is a young man who is struggling to find meaning and purpose in a society where everyone is focused on accumulating points to maintain their basic needs. He is initially portrayed as passive and unmotivated, but becomes more proactive and ambitious as the story progresses.', 'The antagonist, Conley, represents the Central Audit Bureau, which is responsible for maintaining the point system in society. He is depicted as a strict figure who follows the rules and is initially intimidating to Mark, but ultimately helps him find a sense of purpose.', 'Penelope, also known as Point-Plus-Pearlie, is a mysterious old woman who takes an interest in Mark and teaches him how to navigate the point system to his advantage. She is a complex character who is both helpful and selfish, and serves as a mentor figure for Mark.']","['The story begins with Mark hiding from Conley, the representative of Central Audit Bureau, after accumulating a large debt in the point system.', 'Mark meets Penelope, who offers to teach him how to manipulate the point system to his advantage.', 'Mark learns how to accumulate points quickly and efficiently from Penelope, allowing him to amass a large balance.', ""Mark's growing point balance attracts the attention of Conley, who reveals that he works for Central Audit Bureau and invites Mark to join him and Penelope in working for the government."", 'Mark accepts the invitation and begins working for Central Audit Bureau, finding a sense of purpose and fulfillment in his new role.', 'The story ends with Mark reflecting on his journey and the lessons he has learned about the importance of finding meaning and purpose in life.']","['The story explores the theme of the individual versus society, as Mark struggles to find his place in a society that values conformity and obedience over individuality and creativity.', ""Another theme is the search for meaning and purpose in life. Mark's journey from passivity to ambition serves as a metaphor for the importance of finding something to strive for and work towards."", 'The story also touches on the theme of power and corruption, as Penelope uses her knowledge of the point system to manipulate and exploit others for her own gain.', 'Finally, the story highlights the importance of mentorship and guidance. Penelope serves as a mentor figure for Mark, teaching him valuable skills and helping him find his path in life.']","['point system', 'society', 'conformity', 'individuality', 'meaning', 'purpose', 'power', 'corruption', 'mentorship', 'guidance']",2024-01-19 00:12:10,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
932.txt, The Fall of the House of Usher,"[""The protagonist is a loyal friend who goes to visit an old companion despite reservations about the latter's fragile mental state."", 'The friend, Roderick Usher, is a highly sensitive individual with heightened sensory perception and a tendency towards morbid thoughts.', ""Roderick's sister, Madeline, shares his sensitivity and suffers from a mysterious illness."", 'Both Roderick and Madeline are members of an ancient and sensitive family line that has a deep connection with their ancestral home, the House of Usher.', ""A doctor appears briefly, but remains a peripheral character, indicative of Roderick's reluctance to seek professional help.""]","['The protagonist visits the isolated mansion of his friend, the House of Usher.', 'He finds Roderick in a state of extreme anxiety, and agrees to stay with him in an attempt to alleviate his distress.', 'The protagonist learns that Madeline is suffering from a mysterious illness, and that Roderick believes their family home has a malevolent influence on them.', ""After Madeline's sudden death, Roderick decides to preserve her body for a fortnight before burial."", 'The protagonist helps Roderick to entomb Madeline in the family crypt, where they see her corpse one last time before sealing her in.', 'The protagonist experiences a growing sense of unease and madness as he stays in the House of Usher.', 'On the seventh or eighth day, the protagonist hears strange sounds and begins to suspect that something is wrong.', 'The protagonist discovers that Madeline is alive and attempting to escape her tomb.', 'Madeline dies in a violent confrontation with Roderick, and the House of Usher collapses shortly after.', 'The protagonist flees the scene in terror as the House of Usher sinks into the tarn.']","[""The theme of isolation is prevalent throughout the story, emphasizing the characters' alienation from the outside world."", 'Sensitivity and emotionality are also significant themes, explored through the characters of Roderick and Madeline.', 'The relationship between the characters and their ancestral home highlights the theme of familial legacy.', ""The House of Usher serves as a symbol of the characters' past and their inherited traits."", 'The theme of madness and its consequences is a central aspect of the story.', 'The inevitability of fate is a recurring motif, demonstrated by the collapse of the House of Usher and the deaths of Roderick and Madeline.']","['Friendship', 'Isolation', 'Sensitivity', 'Familial Legacy', 'Madness', 'Fate', 'Decay', 'Death', 'Horror', 'Anxiety']",2024-01-19 00:13:21,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
51046.txt, ...And It Comes Out Here,"[""Time traveler who is also the protagonist's future self"", 'Protagonist who is a brilliant inventor and engineer', ""Guards and officials in the protagonist's future society""]","['Protagonist meets his future self, who is a time traveler', 'Future self reveals that protagonist will invent a time machine', 'Protagonist travels to the future and sees the impact of his inventions', 'Protagonist steals his own invention from a museum to bring it back to the past', 'Protagonist deals with the consequences of his actions and the paradox of creating his own invention']","['Time travel and its consequences', 'Identity and the self', 'Invention and progress', 'Paradox and causality', 'Free will and determinism']","['time travel', 'paradox', 'invention', 'identity', 'determinism', 'free will', 'progress', 'causality', 'self', 'future', 'past']",2024-01-19 00:13:51,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
59368.txt, Juvenile Delinquent,"['Parents with differing values systems: a restrictive, status-conscious father and a liberal, nonconformist mother', 'Naive and curious juvenile protagonist caught between the two value systems', 'Hermit who introduces the protagonist to literacy and knowledge']","['Protagonist discovers the joy of reading and learning from books despite societal restrictions', ""Protagonist's parents discover his illicit literacy and react differently due to their contrasting values"", ""Protagonist's mother reveals her own ability to read, prompting a shift in the family dynamic""]","['Suppression of knowledge and freedom of thought', 'The impact of different value systems within a family', 'The transformative power of reading and education', 'Questioning societal norms and expectations']","['literacy', 'family dynamics', 'value systems', 'knowledge suppression', 'curiosity', 'nonconformity']",2024-01-19 00:14:12,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
19000.txt, Printcrime,"['A child who idolizes their parent, despite their criminal activities', 'A parent who draws their child back into criminal activity due to their own obsession']","[""The destruction of the family's printing equipment by law enforcement"", ""The father's release from prison after serving a decade"", ""The father's request to the child for help obtaining printing equipment""]","['The dangers of overzealous law enforcement', 'The allure and consequences of criminal activity', 'The bond between a parent and child']","['printing', 'law enforcement', 'parent-child relationship', 'obsession']",2024-01-19 00:14:43,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
23439.txt, Attention Saint Patrick,"['Colonial government officials struggling to survive on a harsh planet', 'Politicians from Earth visiting the colony to evaluate its progress', ""A resourceful young woman who discovers a solution to the colony's problems"", 'Community members who rally together to implement the solution']","['The colony faces numerous challenges due to the presence of destructive dinies', 'A group of politicians from Earth visit the colony to evaluate its progress', 'The young woman discovers that heating metal attracts the dinies', 'The community implements a plan to attract and contain the dinies using heat', 'The colony becomes self-sufficient and thrives, leading to improved relations with Earth']","['Adversity and perseverance', 'Innovation and problem-solving', 'Community and cooperation', 'Cultural differences and understanding', 'Progress and growth']","['science fiction', 'space colonization', 'humor', 'politics', 'culture clash']",2024-01-19 00:15:19,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
26569.txt, Monkey On His Back,"['Amnesiac protagonist seeking to regain lost memories and identity', ""Manipulative antagonist who has tampered with protagonist's mind"", 'Idealistic and resourceful outsider who becomes involved in conflicts', 'Violent and dangerous characters who pose threats to the protagonist']","['Protagonist undergoes analysis sessions to recover lost memories', 'Protagonist experiences surreal and chaotic visions of past events', 'Protagonist realizes that someone has manipulated his mind and memories', 'Protagonist struggles to regain control of his life and identity', 'Protagonist confronts those responsible for tampering with his mind', 'Protagonist considers retiring from his role as an idealistic hero']","['Identity and memory', 'Manipulation and deceit', 'Justice and morality', 'Conflict and violence', 'Resistance and rebellion']","['Mind control', 'Memory loss', 'Deception', 'Amnesia', 'Revolution', 'Justice', 'Violence', 'Heroism', 'Identity', 'Memory']",2024-01-19 00:15:51,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
28550.txt, Song in a Minor Key,"['Space adventurer with a troubled past', ""Native girl who symbolizes the protagonist's lost past"", 'Implied law enforcement agency', 'Close companion of the protagonist']","['Protagonist reminisces about his past and the peaceful life he left behind', ""Flashback to protagonist's first violent act and the consequences it brought"", ""Protagonist reflects on his nature as someone who doesn't obey laws""]","['Nature vs. nurture', 'Longing for a simpler past', 'Violence and its aftermath', 'Alienation from society']","['Space adventure', 'Outlaw', 'Memory', 'Loss', 'Friendship']",2024-01-19 00:16:32,TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ
