participant_id,study_id,authenticity_score,empathy_score,engagement_score,emotion_provoking_score,narrative_complexity_score,human_likeness_score,story_id,premise_id,model_short,strategy
7,84,2,1,1,1,1,1,84,7,Llama-2-70B,plan_write
2,85,5,4,5,5,4,4,85,5,Llama-2-13B,plan_write
3,85,5,4,3,4,3,3,85,5,Llama-2-13B,plan_write
4,85,4,5,4,5,3,2,85,5,Llama-2-13B,plan_write
6,85,3,4,2,4,4,5,85,5,Llama-2-13B,plan_write
7,85,3,4,1,1,1,1,85,5,Llama-2-13B,plan_write
2,86,5,3,4,4,4,4,iqdddxf,4,Human-Advanced,
3,86,3,2,5,4,4,5,iqdddxf,4,Human-Advanced,
4,86,4,2,5,2,3,3,iqdddxf,4,Human-Advanced,
6,86,3,2,3,4,2,5,iqdddxf,4,Human-Advanced,
7,86,4,3,5,4,4,5,iqdddxf,4,Human-Advanced,
2,87,4,4,5,4,4,4,87,2,Vicuna-33B,writer_profile
3,87,2,2,2,2,3,1,87,2,Vicuna-33B,writer_profile
4,87,4,1,4,3,3,2,87,2,Vicuna-33B,writer_profile
6,87,2,2,2,2,4,5,87,2,Vicuna-33B,writer_profile
7,87,2,2,2,1,2,2,87,2,Vicuna-33B,writer_profile
2,88,4,5,4,4,3,4,88,0,Llama-2-70B,writer_profile
3,88,4,5,3,4,4,4,88,0,Llama-2-70B,writer_profile
4,88,4,3,4,3,3,3,88,0,Llama-2-70B,writer_profile
6,88,2,4,4,4,2,5,88,0,Llama-2-70B,writer_profile
7,88,5,5,3,3,4,5,88,0,Llama-2-70B,writer_profile
2,89,5,4,4,4,3,4,89,13,Llama-2-70B,writer_profile
3,89,4,4,5,4,3,2,89,13,Llama-2-70B,writer_profile
4,89,2,1,1,3,2,1,89,13,Llama-2-70B,writer_profile
6,89,3,4,5,2,1,5,89,13,Llama-2-70B,writer_profile
7,89,1,1,1,1,1,1,89,13,Llama-2-70B,writer_profile
2,90,3,2,4,3,4,3,iy8oqax,13,Human-Novice,
3,90,1,3,2,2,2,4,iy8oqax,13,Human-Novice,
4,90,3,1,1,2,1,1,iy8oqax,13,Human-Novice,
6,90,4,2,2,4,2,5,iy8oqax,13,Human-Novice,
7,90,1,1,1,1,1,5,iy8oqax,13,Human-Novice,
2,91,4,2,3,2,2,3,j16e68c,6,Human-Intermediate,
3,91,2,2,5,4,1,5,j16e68c,6,Human-Intermediate,
4,91,5,3,5,3,4,5,j16e68c,6,Human-Intermediate,
6,91,5,5,5,5,5,5,j16e68c,6,Human-Intermediate,
7,91,2,1,3,1,1,5,j16e68c,6,Human-Intermediate,
2,92,5,4,5,5,5,4,92,3,GPT-4,plan_write
3,92,4,3,4,3,5,3,92,3,GPT-4,plan_write
4,92,4,3,4,4,5,2,92,3,GPT-4,plan_write
6,92,1,2,2,3,5,2,92,3,GPT-4,plan_write
7,92,5,3,5,4,5,5,92,3,GPT-4,plan_write
2,93,4,3,5,4,4,4,93,3,Llama-2-7B,plan_write
3,93,3,2,3,3,2,1,93,3,Llama-2-7B,plan_write
4,93,4,1,1,3,3,1,93,3,Llama-2-7B,plan_write
6,93,2,1,2,2,5,4,93,3,Llama-2-7B,plan_write
7,93,2,1,1,1,2,1,93,3,Llama-2-7B,plan_write
2,94,5,5,4,5,4,4,94,9,GPT-4,plan_write
3,94,5,5,4,5,5,5,94,9,GPT-4,plan_write
4,94,4,5,4,4,3,2,94,9,GPT-4,plan_write
6,94,5,5,2,2,2,2,94,9,GPT-4,plan_write
7,94,5,5,5,5,5,5,94,9,GPT-4,plan_write
2,95,4,3,5,4,4,4,95,3,Llama-2-7B,writer_profile
3,95,2,2,1,1,2,3,95,3,Llama-2-7B,writer_profile
4,95,4,1,1,1,1,1,95,3,Llama-2-7B,writer_profile
6,95,2,2,2,2,4,5,95,3,Llama-2-7B,writer_profile
7,95,1,1,1,1,1,1,95,3,Llama-2-7B,writer_profile
2,96,5,5,4,5,4,4,96,6,Llama-2-70B,writer_profile
3,96,4,5,4,5,4,4,96,6,Llama-2-70B,writer_profile
4,96,4,2,2,3,1,1,96,6,Llama-2-70B,writer_profile
6,96,2,4,4,4,4,5,96,6,Llama-2-70B,writer_profile
7,96,3,3,2,2,2,1,96,6,Llama-2-70B,writer_profile
2,97,3,4,3,3,2,3,97,5,Llama-2-70B,writer_profile
3,97,3,2,1,2,1,1,97,5,Llama-2-70B,writer_profile
4,97,4,4,1,3,1,2,97,5,Llama-2-70B,writer_profile
6,97,2,2,2,4,3,5,97,5,Llama-2-70B,writer_profile
7,97,2,2,1,1,1,2,97,5,Llama-2-70B,writer_profile
2,98,5,5,5,5,4,4,98,5,GPT-4,writer_profile
3,98,3,5,4,4,4,3,98,5,GPT-4,writer_profile
4,98,4,4,4,3,4,2,98,5,GPT-4,writer_profile
6,98,2,4,4,4,4,5,98,5,GPT-4,writer_profile
7,98,4,5,5,4,5,5,98,5,GPT-4,writer_profile
2,99,3,4,3,4,3,4,j3y6kbo,11,Human-Intermediate,
3,99,4,3,2,4,2,5,j3y6kbo,11,Human-Intermediate,
4,99,5,4,4,5,4,5,j3y6kbo,11,Human-Intermediate,
6,99,2,4,4,4,2,5,j3y6kbo,11,Human-Intermediate,
7,99,4,2,4,2,3,4,j3y6kbo,11,Human-Intermediate,
8,100,5,4,5,4,5,5,ja0rozz,12,Human-Advanced,
10,100,2,1,5,4,2,2,ja0rozz,12,Human-Advanced,
11,100,3,3,4,3,2,4,ja0rozz,12,Human-Advanced,
15,100,2,3,3,3,2,2,ja0rozz,12,Human-Advanced,
8,101,1,1,1,1,2,1,-4.22E+18,5,Mixtral-8x7B,plan_write
10,101,1,1,1,1,1,1,-4.22E+18,5,Mixtral-8x7B,plan_write
11,101,4,4,4,4,3,4,-4.22E+18,5,Mixtral-8x7B,plan_write
15,101,5,4,5,4,4,5,-4.22E+18,5,Mixtral-8x7B,plan_write
8,102,1,1,2,1,1,1,6.92781E+18,15,GPT-3.5,writer_profile
10,102,2,1,1,1,2,3,6.92781E+18,15,GPT-3.5,writer_profile
11,102,4,5,5,5,5,4,6.92781E+18,15,GPT-3.5,writer_profile
15,102,4,5,5,4,4,4,6.92781E+18,15,GPT-3.5,writer_profile
8,103,3,3,3,3,2,2,-7.15845E+18,13,GPT-3.5,plan_write
10,103,4,3,3,2,3,4,-7.15845E+18,13,GPT-3.5,plan_write
11,103,4,4,3,3,3,3,-7.15845E+18,13,GPT-3.5,plan_write
15,103,3,4,3,3,2,3,-7.15845E+18,13,GPT-3.5,plan_write
8,104,3,2,3,2,3,2,3.4026E+18,16,GPT-3.5,writer_profile
10,104,3,3,3,3,3,3,3.4026E+18,16,GPT-3.5,writer_profile
11,104,2,2,3,2,3,2,3.4026E+18,16,GPT-3.5,writer_profile
15,104,3,2,3,3,1,2,3.4026E+18,16,GPT-3.5,writer_profile
8,105,5,4,5,5,3,5,iqefve3,4,Human-Novice,
10,105,1,2,4,3,2,5,iqefve3,4,Human-Novice,
11,105,2,2,3,3,2,4,iqefve3,4,Human-Novice,
15,105,1,1,1,2,1,1,iqefve3,4,Human-Novice,
8,106,3,2,2,1,3,4,inbvq5e,1,Human-Advanced,
10,106,4,4,5,4,4,5,inbvq5e,1,Human-Advanced,
11,106,3,4,4,4,4,2,inbvq5e,1,Human-Advanced,
15,106,4,3,3,4,2,3,inbvq5e,1,Human-Advanced,
8,107,2,1,1,1,1,1,3.49E+18,18,Vicuna-33B,plan_write
10,107,3,3,3,3,3,5,3.49E+18,18,Vicuna-33B,plan_write
11,107,4,4,4,4,3,2,3.49E+18,18,Vicuna-33B,plan_write
15,107,4,4,3,4,2,4,3.49E+18,18,Vicuna-33B,plan_write
8,108,4,4,5,4,5,5,izy0nrq,3,Human-Advanced,
10,108,3,2,4,3,3,5,izy0nrq,3,Human-Advanced,
11,108,2,2,3,2,2,2,izy0nrq,3,Human-Advanced,
15,108,2,1,1,1,1,1,izy0nrq,3,Human-Advanced,
8,109,3,1,2,2,2,5,izxdani,3,Human-Intermediate,
10,109,2,2,3,3,3,5,izxdani,3,Human-Intermediate,
11,109,3,3,3,3,3,3,izxdani,3,Human-Intermediate,
15,109,1,1,1,1,1,1,izxdani,3,Human-Intermediate,
8,110,3,3,3,3,2,5,k9pmb29,18,Human-Advanced,
10,110,2,3,3,3,4,5,k9pmb29,18,Human-Advanced,
11,110,3,3,4,4,4,4,k9pmb29,18,Human-Advanced,
15,110,3,4,3,3,2,3,k9pmb29,18,Human-Advanced,
8,111,3,2,2,2,2,4,jpbfga8,17,Human-Novice,
10,111,4,4,4,4,4,5,jpbfga8,17,Human-Novice,
11,111,3,3,3,3,3,4,jpbfga8,17,Human-Novice,
15,111,4,4,3,5,3,4,jpbfga8,17,Human-Novice,
8,112,5,4,5,4,5,5,j5e4vw4,7,Human-Advanced,
10,112,3,4,5,4,3,5,j5e4vw4,7,Human-Advanced,
11,112,3,3,4,3,4,4,j5e4vw4,7,Human-Advanced,
15,112,4,2,3,3,3,3,j5e4vw4,7,Human-Advanced,
8,113,4,2,1,1,1,5,jba33np,15,Human-Novice,
10,113,3,3,3,4,3,4,jba33np,15,Human-Novice,
11,113,5,4,4,4,3,4,jba33np,15,Human-Novice,
15,113,4,4,4,4,3,4,jba33np,15,Human-Novice,
8,114,1,1,1,2,1,1,3.07E+18,18,Mixtral-8x7B,writer_profile
10,114,3,4,5,4,4,5,3.07E+18,18,Mixtral-8x7B,writer_profile
11,114,3,3,4,3,3,2,3.07E+18,18,Mixtral-8x7B,writer_profile
15,114,4,5,4,4,4,5,3.07E+18,18,Mixtral-8x7B,writer_profile
8,115,5,4,4,4,4,5,jb4e5gy,15,Human-Intermediate,
10,115,3,3,2,3,2,4,jb4e5gy,15,Human-Intermediate,
11,115,2,2,2,2,2,4,jb4e5gy,15,Human-Intermediate,
15,115,4,5,4,5,5,5,jb4e5gy,15,Human-Intermediate,
8,116,5,5,5,5,4,5,j15ipw5,6,Human-Advanced,
10,116,4,4,3,4,4,5,j15ipw5,6,Human-Advanced,
11,116,3,4,4,4,4,4,j15ipw5,6,Human-Advanced,
15,116,5,5,4,5,5,5,j15ipw5,6,Human-Advanced,
8,117,1,1,2,1,1,1,-1.90244E+18,7,GPT-3.5,writer_profile
10,117,3,4,5,4,4,5,-1.90244E+18,7,GPT-3.5,writer_profile
11,117,3,2,2,2,3,2,-1.90244E+18,7,GPT-3.5,writer_profile
15,117,4,4,4,4,3,4,-1.90244E+18,7,GPT-3.5,writer_profile
8,118,2,2,1,1,1,1,1.19E+18,9,Mixtral-8x7B,plan_write
10,118,4,4,4,4,4,4,1.19E+18,9,Mixtral-8x7B,plan_write
11,118,2,3,2,3,4,2,1.19E+18,9,Mixtral-8x7B,plan_write
15,118,5,5,5,5,5,5,1.19E+18,9,Mixtral-8x7B,plan_write
8,119,1,1,1,1,1,1,-4.72326E+17,15,GPT-4,plan_write
10,119,3,3,2,3,3,3,-4.72326E+17,15,GPT-4,plan_write
11,119,3,3,2,3,3,2,-4.72326E+17,15,GPT-4,plan_write
15,119,4,4,3,4,3,4,-4.72326E+17,15,GPT-4,plan_write
8,120,1,1,1,1,1,1,4.29589E+18,5,GPT-3.5,plan_write
10,120,4,5,4,5,2,4,4.29589E+18,5,GPT-3.5,plan_write
11,120,2,2,2,2,3,2,4.29589E+18,5,GPT-3.5,plan_write
15,120,2,1,1,1,2,2,4.29589E+18,5,GPT-3.5,plan_write
8,121,1,1,2,2,1,1,-7.20789E+17,4,GPT-3.5,writer_profile
10,121,4,4,4,4,3,4,-7.20789E+17,4,GPT-3.5,writer_profile
11,121,2,2,2,2,3,2,-7.20789E+17,4,GPT-3.5,writer_profile
15,121,2,3,3,3,2,3,-7.20789E+17,4,GPT-3.5,writer_profile
8,122,5,5,5,5,4,5,j1seyv2,10,Human-Intermediate,
10,122,4,3,4,4,2,4,j1seyv2,10,Human-Intermediate,
11,122,2,2,3,2,2,4,j1seyv2,10,Human-Intermediate,
15,122,1,2,3,3,2,5,j1seyv2,10,Human-Intermediate,
8,123,2,2,3,2,1,2,-2E+18,17,Vicuna-33B,writer_profile
10,123,4,5,5,5,5,5,-2E+18,17,Vicuna-33B,writer_profile
11,123,3,3,3,3,3,2,-2E+18,17,Vicuna-33B,writer_profile
15,123,3,3,3,3,2,3,-2E+18,17,Vicuna-33B,writer_profile
8,124,1,2,2,1,1,1,7.19E+18,11,Mixtral-8x7B,plan_write
10,124,5,5,4,4,4,4,7.19E+18,11,Mixtral-8x7B,plan_write
11,124,2,3,3,3,3,2,7.19E+18,11,Mixtral-8x7B,plan_write
15,124,3,4,4,4,3,4,7.19E+18,11,Mixtral-8x7B,plan_write
8,125,5,5,5,5,5,5,iyea2aj,14,Human-Intermediate,
10,125,5,5,5,5,5,5,iyea2aj,14,Human-Intermediate,
11,125,3,3,3,3,3,4,iyea2aj,14,Human-Intermediate,
15,125,4,4,4,4,4,5,iyea2aj,14,Human-Intermediate,
8,126,5,4,4,3,4,5,jhlk6dt,16,Human-Advanced,
10,126,4,3,4,3,4,3,jhlk6dt,16,Human-Advanced,
11,126,2,2,2,2,2,4,jhlk6dt,16,Human-Advanced,
15,126,3,3,3,4,3,4,jhlk6dt,16,Human-Advanced,
8,127,3,3,2,2,1,5,jijbujg,5,Human-Advanced,
10,127,2,4,4,4,2,3,jijbujg,5,Human-Advanced,
11,127,2,2,2,2,2,4,jijbujg,5,Human-Advanced,
15,127,2,2,3,2,2,4,jijbujg,5,Human-Advanced,
8,128,3,2,2,2,3,5,j902zmd,0,Human-Intermediate,
10,128,5,5,5,4,5,5,j902zmd,0,Human-Intermediate,
11,128,3,3,2,3,3,3,j902zmd,0,Human-Intermediate,
15,128,3,3,3,3,3,5,j902zmd,0,Human-Intermediate,
8,129,5,5,5,5,5,5,ji7pb5l,19,Human-Novice,
10,129,3,2,3,2,2,3,ji7pb5l,19,Human-Novice,
11,129,2,2,2,2,1,4,ji7pb5l,19,Human-Novice,
15,129,2,3,3,3,3,5,ji7pb5l,19,Human-Novice,
8,130,1,1,1,1,1,1,5.26218E+17,1,GPT-3.5,plan_write
10,130,3,4,3,3,3,3,5.26218E+17,1,GPT-3.5,plan_write
11,130,2,2,2,2,3,2,5.26218E+17,1,GPT-3.5,plan_write
15,130,3,2,2,2,2,2,5.26218E+17,1,GPT-3.5,plan_write
8,131,1,1,2,1,2,1,-7.68E+18,1,Vicuna-33B,plan_write
10,131,3,3,2,2,2,3,-7.68E+18,1,Vicuna-33B,plan_write
11,131,2,2,2,2,4,2,-7.68E+18,1,Vicuna-33B,plan_write
15,131,3,2,1,2,2,3,-7.68E+18,1,Vicuna-33B,plan_write
8,132,3,1,2,2,2,4,ixdikue,8,Human-Novice,
10,132,4,5,3,4,4,4,ixdikue,8,Human-Novice,
11,132,3,3,3,5,3,4,ixdikue,8,Human-Novice,
15,132,3,3,2,2,3,4,ixdikue,8,Human-Novice,
8,133,2,2,2,2,1,1,7.32E+18,4,Mixtral-8x7B,plan_write
10,133,4,4,3,4,4,4,7.32E+18,4,Mixtral-8x7B,plan_write
11,133,3,3,2,3,3,2,7.32E+18,4,Mixtral-8x7B,plan_write
15,133,3,3,2,3,2,2,7.32E+18,4,Mixtral-8x7B,plan_write
8,134,3,2,4,3,2,5,indz9ci,1,Human-Novice,
10,134,4,4,3,4,3,3,indz9ci,1,Human-Novice,
11,134,2,2,3,3,3,4,indz9ci,1,Human-Novice,
15,134,3,3,2,4,3,4,indz9ci,1,Human-Novice,
8,135,2,1,2,1,1,4,j1vdblg,10,Human-Novice,
10,135,2,3,2,2,2,2,j1vdblg,10,Human-Novice,
11,135,3,3,3,3,2,4,j1vdblg,10,Human-Novice,
15,135,3,3,2,2,3,4,j1vdblg,10,Human-Novice,
8,136,2,1,2,2,3,5,ji6detn,19,Human-Advanced,
10,136,4,4,3,3,4,4,ji6detn,19,Human-Advanced,
11,136,2,2,3,3,2,3,ji6detn,19,Human-Advanced,
15,136,3,4,5,4,4,5,ji6detn,19,Human-Advanced,
8,137,2,1,1,1,1,1,1.31396E+18,9,GPT-3.5,writer_profile
10,137,4,5,4,4,4,4,1.31396E+18,9,GPT-3.5,writer_profile
11,137,2,2,2,3,3,2,1.31396E+18,9,GPT-3.5,writer_profile
15,137,3,2,2,2,2,3,1.31396E+18,9,GPT-3.5,writer_profile
8,138,1,2,3,2,2,3,6.48E+18,12,Mixtral-8x7B,writer_profile
10,138,4,3,3,4,3,4,6.48E+18,12,Mixtral-8x7B,writer_profile
11,138,2,2,2,2,3,2,6.48E+18,12,Mixtral-8x7B,writer_profile
15,138,4,4,5,4,4,4,6.48E+18,12,Mixtral-8x7B,writer_profile
8,139,1,1,1,1,1,1,-5.98916E+18,8,GPT-3.5,plan_write
10,139,4,4,4,4,3,4,-5.98916E+18,8,GPT-3.5,plan_write
11,139,3,3,2,3,2,2,-5.98916E+18,8,GPT-3.5,plan_write
15,139,3,3,2,3,3,2,-5.98916E+18,8,GPT-3.5,plan_write
8,140,3,2,2,2,1,5,j90nocp,0,Human-Novice,
10,140,4,4,4,4,3,4,j90nocp,0,Human-Novice,
11,140,3,2,2,3,2,4,j90nocp,0,Human-Novice,
15,140,4,4,3,3,3,4,j90nocp,0,Human-Novice,
8,141,3,2,3,3,2,5,-1.98E+18,17,Llama-2-70B,writer_profile
10,141,4,4,3,3,4,4,-1.98E+18,17,Llama-2-70B,writer_profile
11,141,2,2,3,3,2,4,-1.98E+18,17,Llama-2-70B,writer_profile
15,141,3,4,3,4,3,4,-1.98E+18,17,Llama-2-70B,writer_profile
8,142,3,1,2,1,3,5,j5eixnu,7,Human-Intermediate,
10,142,3,2,3,3,2,3,j5eixnu,7,Human-Intermediate,
11,142,2,2,2,2,2,4,j5eixnu,7,Human-Intermediate,
15,142,2,2,2,2,3,4,j5eixnu,7,Human-Intermediate,
8,143,1,1,1,1,3,2,7.55E+18,1,Mixtral-8x7B,writer_profile
10,143,4,3,4,4,4,4,7.55E+18,1,Mixtral-8x7B,writer_profile
11,143,2,2,3,3,2,2,7.55E+18,1,Mixtral-8x7B,writer_profile
15,143,2,3,2,2,2,2,7.55E+18,1,Mixtral-8x7B,writer_profile
8,144,4,3,3,3,3,5,k9pi5jd,18,Human-Intermediate,
10,144,4,5,4,5,4,4,k9pi5jd,18,Human-Intermediate,
11,144,2,2,3,3,2,4,k9pi5jd,18,Human-Intermediate,
15,144,3,3,2,3,3,4,k9pi5jd,18,Human-Intermediate,
8,145,5,4,5,4,4,5,iuuuykf,2,Human-Intermediate,
10,145,4,5,4,5,4,5,iuuuykf,2,Human-Intermediate,
11,145,2,3,3,3,1,4,iuuuykf,2,Human-Intermediate,
15,145,3,3,4,3,3,5,iuuuykf,2,Human-Intermediate,
8,146,1,1,1,1,1,1,8.98823E+18,18,GPT-3.5,writer_profile
10,146,3,3,3,3,2,2,8.98823E+18,18,GPT-3.5,writer_profile
11,146,3,3,2,3,2,2,8.98823E+18,18,GPT-3.5,writer_profile
15,146,2,2,1,2,2,2,8.98823E+18,18,GPT-3.5,writer_profile
8,147,2,1,1,1,1,4,jijixcv,5,Human-Intermediate,
10,147,2,1,2,2,1,1,jijixcv,5,Human-Intermediate,
11,147,2,2,2,2,2,2,jijixcv,5,Human-Intermediate,
15,147,4,4,3,3,3,4,jijixcv,5,Human-Intermediate,
8,148,5,4,5,4,4,5,iy9az9h,13,Human-Advanced,
10,148,4,5,4,4,4,4,iy9az9h,13,Human-Advanced,
11,148,3,3,3,3,2,4,iy9az9h,13,Human-Advanced,
15,148,4,4,5,5,4,5,iy9az9h,13,Human-Advanced,
8,149,2,2,2,2,1,1,3.37652E+18,6,GPT-3.5,plan_write
10,149,4,4,3,4,3,4,3.37652E+18,6,GPT-3.5,plan_write
11,149,2,2,2,3,3,2,3.37652E+18,6,GPT-3.5,plan_write
15,149,3,2,1,2,2,2,3.37652E+18,6,GPT-3.5,plan_write
8,150,5,5,4,5,3,5,j1c78o2,6,Human-Novice,
10,150,4,4,3,4,3,4,j1c78o2,6,Human-Novice,
11,150,3,3,3,4,2,4,j1c78o2,6,Human-Novice,
15,150,4,5,5,5,4,5,j1c78o2,6,Human-Novice,
8,151,2,1,3,2,1,5,jhlrfd8,16,Human-Intermediate,
10,151,3,4,3,3,3,3,jhlrfd8,16,Human-Intermediate,
11,151,2,3,3,3,3,4,jhlrfd8,16,Human-Intermediate,
15,151,3,4,3,4,4,5,jhlrfd8,16,Human-Intermediate,
8,152,5,5,5,4,4,5,ix8xuyh,8,Human-Intermediate,
10,152,3,2,2,1,1,1,ix8xuyh,8,Human-Intermediate,
11,152,2,2,4,4,3,4,ix8xuyh,8,Human-Intermediate,
15,152,2,2,3,3,3,5,ix8xuyh,8,Human-Intermediate,
8,153,3,2,2,2,3,5,iyj6vgn,14,Human-Novice,
10,153,2,1,2,1,2,1,iyj6vgn,14,Human-Novice,
11,153,2,2,2,2,2,4,iyj6vgn,14,Human-Novice,
15,153,3,2,1,2,3,5,iyj6vgn,14,Human-Novice,
8,154,4,2,2,1,1,5,-1.83E+18,16,Llama-2-13B,writer_profile
10,154,3,3,3,3,3,3,-1.83E+18,16,Llama-2-13B,writer_profile
11,154,3,2,3,3,2,4,-1.83E+18,16,Llama-2-13B,writer_profile
15,154,4,3,4,4,4,4,-1.83E+18,16,Llama-2-13B,writer_profile
8,155,5,4,4,4,5,5,j1roodk,10,Human-Advanced,
10,155,2,1,1,2,2,1,j1roodk,10,Human-Advanced,
11,155,2,2,2,2,2,4,j1roodk,10,Human-Advanced,
15,155,2,3,2,3,3,4,j1roodk,10,Human-Advanced,
8,156,2,1,1,1,1,1,7.88E+18,7,Mixtral-8x7B,plan_write
10,156,3,4,3,3,3,3,7.88E+18,7,Mixtral-8x7B,plan_write
11,156,2,2,2,2,3,2,7.88E+18,7,Mixtral-8x7B,plan_write
15,156,3,3,1,1,1,2,7.88E+18,7,Mixtral-8x7B,plan_write
8,157,4,3,3,3,4,5,iy9pmac,13,Human-Intermediate,
10,157,2,2,1,1,2,1,iy9pmac,13,Human-Intermediate,
11,157,2,2,3,3,2,4,iy9pmac,13,Human-Intermediate,
15,157,2,2,2,2,3,4,iy9pmac,13,Human-Intermediate,
8,158,2,1,2,1,1,1,5.98E+18,13,Mixtral-8x7B,plan_write
10,158,3,4,3,3,3,3,5.98E+18,13,Mixtral-8x7B,plan_write
11,158,2,2,2,2,3,2,5.98E+18,13,Mixtral-8x7B,plan_write
15,158,2,2,1,2,2,2,5.98E+18,13,Mixtral-8x7B,plan_write
8,159,3,1,3,1,1,1,4.37E+18,16,Mixtral-8x7B,plan_write
10,159,3,4,3,3,4,4,4.37E+18,16,Mixtral-8x7B,plan_write
11,159,2,2,2,2,3,2,4.37E+18,16,Mixtral-8x7B,plan_write
15,159,2,2,2,2,1,2,4.37E+18,16,Mixtral-8x7B,plan_write
8,160,3,3,3,3,2,1,4.54637E+18,19,GPT-3.5,writer_profile
10,160,3,2,1,2,2,3,4.54637E+18,19,GPT-3.5,writer_profile
11,160,3,3,2,3,3,2,4.54637E+18,19,GPT-3.5,writer_profile
15,160,2,2,2,2,2,1,4.54637E+18,19,GPT-3.5,writer_profile
8,161,5,4,4,3,4,5,k9pw9gi,18,Human-Novice,
10,161,4,4,4,4,4,5,k9pw9gi,18,Human-Novice,
11,161,3,3,3,4,2,4,k9pw9gi,18,Human-Novice,
15,161,2,2,2,2,2,2,k9pw9gi,18,Human-Novice,
8,162,3,2,3,2,2,5,j42m4p7,11,Human-Novice,
10,162,2,3,3,4,3,5,j42m4p7,11,Human-Novice,
11,162,2,3,4,4,2,4,j42m4p7,11,Human-Novice,
15,162,3,4,3,5,3,4,j42m4p7,11,Human-Novice,
8,163,2,1,2,1,2,1,-8.93E+18,3,Mixtral-8x7B,plan_write
10,163,3,4,2,3,3,3,-8.93E+18,3,Mixtral-8x7B,plan_write
11,163,2,2,2,2,3,2,-8.93E+18,3,Mixtral-8x7B,plan_write
15,163,3,4,3,4,3,3,-8.93E+18,3,Mixtral-8x7B,plan_write
8,164,1,1,1,1,1,1,-8.81859E+17,10,GPT-3.5,plan_write
10,164,2,1,1,2,1,2,-8.81859E+17,10,GPT-3.5,plan_write
11,164,2,2,2,2,3,2,-8.81859E+17,10,GPT-3.5,plan_write
15,164,3,4,3,3,3,3,-8.81859E+17,10,GPT-3.5,plan_write
8,165,1,1,1,1,1,1,-8.76292E+18,17,GPT-3.5,plan_write
10,165,1,1,1,1,1,1,-8.76292E+18,17,GPT-3.5,plan_write
11,165,2,3,2,3,3,2,-8.76292E+18,17,GPT-3.5,plan_write
15,165,3,3,3,3,3,2,-8.76292E+18,17,GPT-3.5,plan_write
8,166,1,1,3,1,3,1,7.99E+18,10,Mixtral-8x7B,writer_profile
10,166,2,3,2,3,3,3,7.99E+18,10,Mixtral-8x7B,writer_profile
11,166,2,3,3,3,3,2,7.99E+18,10,Mixtral-8x7B,writer_profile
15,166,3,3,3,4,3,4,7.99E+18,10,Mixtral-8x7B,writer_profile
8,167,2,1,2,1,1,4,3.34E+18,18,Llama-2-70B,plan_write
10,167,2,2,2,2,2,4,3.34E+18,18,Llama-2-70B,plan_write
11,167,2,2,3,2,2,2,3.34E+18,18,Llama-2-70B,plan_write
15,167,2,3,3,2,3,2,3.34E+18,18,Llama-2-70B,plan_write
8,168,5,4,5,4,4,5,iqddj75,4,Human-Intermediate,
10,168,3,3,3,2,3,4,iqddj75,4,Human-Intermediate,
11,168,2,2,2,2,1,4,iqddj75,4,Human-Intermediate,
15,168,2,2,2,2,1,2,iqddj75,4,Human-Intermediate,
8,169,1,1,1,1,1,1,-4.64E+18,2,Mixtral-8x7B,writer_profile
10,169,4,3,3,4,4,3,-4.64E+18,2,Mixtral-8x7B,writer_profile
11,169,2,2,2,2,2,2,-4.64E+18,2,Mixtral-8x7B,writer_profile
15,169,4,5,4,4,3,4,-4.64E+18,2,Mixtral-8x7B,writer_profile
8,170,1,1,1,1,1,1,-5.60233E+18,2,GPT-3.5,plan_write
10,170,2,1,1,1,1,1,-5.60233E+18,2,GPT-3.5,plan_write
11,170,2,2,2,2,3,2,-5.60233E+18,2,GPT-3.5,plan_write
15,170,3,4,3,4,2,3,-5.60233E+18,2,GPT-3.5,plan_write
8,171,4,4,5,4,4,5,jhvc2cd,16,Human-Novice,
10,171,3,3,2,3,3,4,jhvc2cd,16,Human-Novice,
11,171,3,2,4,4,2,4,jhvc2cd,16,Human-Novice,
15,171,4,3,3,2,2,3,jhvc2cd,16,Human-Novice,
8,172,2,1,2,1,1,1,1.42E+18,6,Mixtral-8x7B,writer_profile
10,172,1,2,1,2,2,2,1.42E+18,6,Mixtral-8x7B,writer_profile
11,172,2,2,2,2,3,2,1.42E+18,6,Mixtral-8x7B,writer_profile
15,172,3,3,2,3,2,3,1.42E+18,6,Mixtral-8x7B,writer_profile
8,173,1,1,1,1,1,1,1.34E+17,8,Mixtral-8x7B,writer_profile
10,173,2,1,1,1,1,3,1.34E+17,8,Mixtral-8x7B,writer_profile
11,173,2,2,2,2,3,2,1.34E+17,8,Mixtral-8x7B,writer_profile
15,173,4,5,4,4,4,4,1.34E+17,8,Mixtral-8x7B,writer_profile
8,174,5,5,5,3,5,5,jp8kjxr,17,Human-Advanced,
10,174,4,4,4,4,4,5,jp8kjxr,17,Human-Advanced,
11,174,2,3,3,3,3,4,jp8kjxr,17,Human-Advanced,
15,174,2,1,2,2,1,1,jp8kjxr,17,Human-Advanced,
8,175,5,4,5,4,5,5,jilyzhd,5,Human-Novice,
10,175,4,3,3,4,4,5,jilyzhd,5,Human-Novice,
11,175,2,2,3,3,2,4,jilyzhd,5,Human-Novice,
15,175,3,4,3,4,3,4,jilyzhd,5,Human-Novice,
8,176,5,5,5,5,4,5,iums7ds,9,Human-Intermediate,
