story_id,premise_id,premise,text,author_type,author_short,net_upvotes,ghostbuster_ai_probability,,,
39,8,"You are allowed to 'downvote' a government candidate instead of voting normally, reducing their votes by one. Turns out people have little love for politicians, and the majority end with negative votes. In these democracies, anonymity is the key to winning.","In a world where the pendulum of democracy had swung wildly toward a new norm, every vote counted, or rather, every counter-vote. Politics had become a game of survival, sustained by the anonymity of the contenders. The daily pillory was to be avoided at all costs, and if a candidate accrued negative votes, his chances of leading turned to ashes.

Enter Jonas Blake: a first-time independent candidate, unaffiliated, uncorrupted and unassuming. Unfamiliar with affairs of the heart, he was conversely well-versed in dysfunctions of the political organs, and liked them even less. The new voting system aligned with his pragmatic mindset, as he astutely chose to remain a shadow in the political landscape. 

Jonas's voice echoed mostly through articulate ghostwriters. Delving into major social issues, he was a mystery, seeping into collective conscience with palpable empathy. Human rights. Climate Action. Education. His compassion and determination stirred a latent resonance within voters conditioned to underestimating the politicians' promises.

Football enthusiast and single father to a precocious eight-year-old, Jonas's life was as uneventful as his campaign, thus reducing the chances of his unmasking. He was just one among millions who walked through the market, dined at the town diner, and watched anxieties of life unfold. Experiences, so seemingly trivial yet universal, became his political weaponry.

As election day loomed, a sense of unrest stole across the nation. Cynicism rose as other politicians were whittled down by downvotes; their previous misdeeds stripping them of faith and credibility. 

But the Shadow, as Jonas was referred to, remained unsullied. His faceless, nameless presence was more felt than seen, his charisma borne purely from an articulate, empathetic narrative, seeming to navigate deeper, intrinsic problems with a human touch, making people feel heard, seen, understood. 

Victory seemed attainable yet ethereal, just like his anonymous identity. On election night, he stood in the shadows, watching the bizarre spectacle unfolding. When victory was declared, it was not to the most powerful, the most affluent, or even the most popular—it was to the one least known, the anonymous, the Shadow. 

Jonas had won by simply not being known enough to be despised, a sad reflection of contemporary democracy. As he saw the nation celebrate the victory of an unknown leader, he found himself torn between relief and a strange form of disappointment. It was a hollow victory over a broken system, and Jonas felt the weight of his responsibility even more. His solitude resonated with a nation hungry for stability and truthfulness.

The days that followed would undeniably be a challenge, to match his narrative's wisdom with real-world strategies, to preserve the authenticity of his vision amid the cynics. Though faceless, Jonas Blake had now become the heart and soul of his people, leading from the shadows, perhaps paving the way towards a new dawn of trustful politics. His name would never be chanted, but his influence felt in each policy, every law implemented. In the shadow of anonymity, Jonas found his realm of influence, and within it, the chance to reshape his damaged homeland.",LLM,GPT-4,,0.08,,,
40,9,"You are severely depressed and are given a service dog to help you through it. However, due to a mixup, you are given a dog that is actually much more depressed than you. The main thing that gets you up in the morning is knowing that you need to be the service human for your dog.","Jane woke up to another gray day, the heaviness of her depression weighing down on her like a physical force. She lay in bed, staring at the ceiling and wondering why she even bothered. What was the point of getting up, anyway? But then, she remembered Max. Her service dog, her constant companion, her only friend these days. He needed her, and she needed him. With a heavy sigh, Jane hauled herself out of bed and went to find Max.

He was sitting in the living room, his tail thumping listlessly against the floor. Jane could see the sadness in his eyes, the same sadness she felt every day. ""Hey, buddy,"" she said softly, scratching behind his ears. ""I guess it's time for our morning walk.""

As they walked through the desolate streets, Jane couldn't help but feel like a burden to everyone around her. Her family had all but given up on her, and her friends had slowly drifted away. She had lost her job due to her lack of motivation and her inability to concentrate. And now, she was relying on a dog to get her through each day. The thought made her feel pathetic and weak.

But as they walked, something unexpected happened. Max began to perk up, his tail wagging more enthusiastically with each passing minute. He sniffed at every fire hydrant and tree, taking an interest in his surroundings that Jane hadn't seen before. When they encountered other dogs, Max would greet them eagerly, as if trying to make friends. It was like he knew that Jane needed this, needed him to be happy.

Over the next few days, Jane noticed a change in Max. He was still depressed, but he seemed to be slowly coming out of his shell. He would bark excitedly when Jane put on her coat, eager to go out and explore the world. And when they returned home, he would bound into the living room, his tail wagging wildly as he searched for his favorite toy.

One afternoon, as they were sitting in the park, Max suddenly stood up and started pulling on his leash. Jane was taken aback, unsure of what he wanted. But as she followed him, she saw that he was leading her to a group of children playing tag. Max watched intently, his ears perked up and his tail wagging. Jane realized that he was trying to tell her something - that there was still joy in the world, even in the darkest of times.

As the weeks passed, Jane found herself looking forward to her daily walks with Max. He became her reason for getting up in the morning, her excuse to leave the house and interact with the outside world. And even though he was still depressed, even though he still had moments of panic and fear, he was slowly healing. Just like Jane.

Dr. Lee observed their progress with a keen eye, noting the way that Jane and Max seemed to bring each other comfort. She wondered if their unique bond could be the key to their recovery, and decided to incorporate their relationship into their therapy sessions.

As the months went by, Jane and Max continued to grow and heal together. They learned to trust each other, to rely on each other in a world that seemed hostile and unforgiving. And as they did, they both began to find happiness again, to discover the joy that had been missing from their lives for so long.

On a cold, gray winter day, Jane and Max sat in the park, watching the snow fall gently around them. Max leaned against Jane's leg, his head resting on her knee. She stroked his fur softly, feeling a sense of peace that she hadn't known in years.

""You know, Max,"" she whispered, ""I don't think I could have made it without you. You've shown me that there's still hope, still love in the world. Even when everything else seems dark and bleak, you're always there for me.""

Max looked up at her, his brown eyes filled with a deep understanding. He licked her hand, as if to say, ""I'm here for you, Jane. I'll always be here for you.""

And in that moment, Jane knew that she wasn't alone. She had Max, her loyal companion, her friend. Together, they could face anything.",LLM,Llama-2-70B,,0.93,,,
41,14,"Your wife has an estranged sister that you have never met. She was murdered in a cold case soon after you were married. You brush off your wife’s new strange behaviour after the murder as grief. Until you find an old family photo of your wife as a kid, you shiver as you realise… they’re twins.","John wasn't prepared for the storm that whirlwinded into his life when Lila was murdered. It was just three months after their wedding. To his surprise, he discovered his wife had an estranged sibling - Lila, a sister he'd never met. The bleak news of her murder came like a cold gust of wind, shaking the foundations of their newly built life together. 

His wife, Lisa, a web of enigmatic charm and layered secrets, had been acting strangely since the incident. Her eyes were steeped in an inexplicable restlessness. Her laughter, once a bubbling brook of joy, had turned into an occasional ripple that looked more forced than genuine. She'd steal away to the attic frequently, probably seeking solace in the loneliness, marooned in the vivid gallery of their family's taped past.

One day, attempting to understand her unusual behaviour, John found himself rummaging through the attic. Amid dust-covered trinkets and withered books, he found an old family photo tucked away in a corner. He carefully unfolded it, curiosity and apprehension making his hands tremble. It was a picture of Lisa and Lila, young, rosy-cheeked, their infectious laughter caught in a frame forever. Two identical smiles, two identical pairs of vibrant hazel eyes, the same cascade of chocolate brown hair. 

They weren't just sisters; they were twins. The realisation hit him like a thunderbolt, delivering a shiver that cut through his warm skin down to the bone.

The uncanny resemblance was unsettling. Memories of his wife began to flicker where Lila had been, her visage so firmly etched in Lisa’s behavior that he couldn’t tell where his wife ended, and her sister began. He felt a pang of profound sadness for his wife – her twin’s death was not just a loss, it was a brutal severance of a part of her very own being.

Feeling the sharp sting of betrayal, he was angered at Lisa for withholding this prominent part of her life. But as he looked at the photo, those identical smiling faces helped his resentment subside. He realized the grief that clung to her was not just for an estranged sister, but for a 'twin', a mirror of herself.

John descended from the attic, the old photo pressed firmly in his hand. His perception of his wife's behaviour had pivoted entirely. Her sorrowful eyes were no longer a mystery to him; her solitude was not strange anymore. 

As he entered their shared bedroom, he saw Lisa soaked in the moonlight that filtered through the windows. Her tear streaked face, often mistaken for a manifestation of melancholy, was now a testament to her courage. 

With newfound understanding, John held Lisa tighter than ever before – an embrace that screamed apology, acceptance and the promise of shouldering her grief together. For he now realised that every tear she spilled, every moment of silence, every pang of loss was an echo of a severed connection, a mirror shattered, a twin lost into oblivion. 

John mixed up a recipe of hope and resilience, as they embarked on a beautiful and healing journey of navigating through the sea of emotions, grief and recovery together. After all, he loved two women now: his wife Lisa, and the ghostly memory of her twin forever etched in her sorrowful eyes - Lila.",LLM,GPT-4,,0.13,,,
42,6,"The world ended 20 years ago, you haven't found a living soul since then. Through some ingenuity, you call voicemails for the last 20 years to keep you company. 'Hi, this is Cindy...' 'Hi you reached Bob' 'You know what to do at the beep' until one day 'Hello...hello? Oh my God hello!'","For twenty years, I've walked through forgotten cities, touching remnants of a once thriving civilization, their metaphysical essence echoing through empty halls and deserted streets. I've clung onto sanity, tethering myself to an obscure method; I dial numbers. Just to hear the sound of a human voice, even in a pre-recorded form. Some might say it is a madman's comfort, and not without reason.

Each day is mundane but consistent. I wake, I survive, I dial. 'Hi, this is Cindy...’. Cindy, a cheerful ghost of pre-Apocalypse, her persona reduced to a frivolous voicemail. We've never met, but she's the closest companion I've got. It's strange how a person who lived a random life before the end of the world could unknowingly become a balm for the last man on earth.

But today, my routine shattered. I dialed a number. Waited to hear the prerecorded voice, when suddenly, 'Hello...hello? Oh my God, hello!' 

My heart leaped, then plummeted. I hadn't heard an actual human voice in two decades. The sudden diversion was too much; it simultaneously filled me with elation and dread. I clung onto the receiver, my hand icy cold.

""Hello,"" I responded unsurely, acutely aware of the roughness of my underused voice. My mind, whirling with the dread and anticipation this new connection triggered, left me simply managing, ""It's been so long.""

There was a pause, as though the voice on the other end was absorbing my words. Their response was soft, soaked with a similar amalgam of relief and fear, ""I know, but we're here now. We are not alone.""

They were right. We were survivors. Among ruins and memories, we had endured. Our existence, marked by an unfathomable loneliness, chronic mourning for a world that no longer existed, had been broken by this simple, life altering interaction. 

Cindy fell into the background that day. A voice from reality took her place. Now I had more than just an archived collection of human lives. I had an actual human, alive and breathing, who understood the isolation, the survival, the agony of losing everything.

Both of us, once clinging onto ghosts of a pre-existing world, were now unified in a world of ruin. 

It was compelling and heartbreaking, the dread of clinging to a shred of hope that had intruded on my merciless solitude. But I realised then, how desperate I had been, to hear another living soul, to connect to something real.

The call ended. Once again, I was alone with the silence. But this time, the silence was less oppressive. The memory of another human's voice remained, echoing in the rawness of my mind.

And for the first time in twenty years, I wasn't just surviving. I was living. In that moment, I was hopeful of the uncertainty, willing to accept the dread and anticipation of this new era. An era where I wasn't the last man on Earth.",LLM,GPT-4,,0.09,,,
43,2,Aliens take over the Earth. They then announce that they will be forcing the humans to work a 'tyrannical' 4 hours a day 4 days a week in exchange for basic rights like housing. Needless to say they are very confused when the humans celebrate their new alien overlords.,"The streets of Earth were cloaked in eerie silence when 'They', the non-human interstellar voyagers, informally proclaimed themselves as rulers. Communicating through vibrations, they declared their demand: four hours of labor, four days a week in exchange for survival—food and shelter for human beings. They played fair in their autocracy, or at least as per their standards.

They, whoever or whatever they were, expected fear, resentment, outright rebellion. But come the announcement, the sea of frightened faces transformed inexplicably. They cheered, embraced one other, hailed their alien rulers. Adults jumped in joy, children let loose in the streets with exuberance. Confusion buzzed within the alien congregation. They had promised tyranny, yet, received jubilation. It was as if their proclamation of oppression had heralded liberation.

Thomas was but an ordinary man, living a life previously dictated by the merciless ticking of the clock and an insatiable corporate machine. A full-time worker, part-time father, and negligible husband—he was a man forever balancing on the razor-sharp edge of survival. But as the aliens took the reins, something clenched within him unwound. His wife, Martha, found him in their dilapidated backyard, staring at the stars, a lopsided smile gracing his weathered face. “I’m a prisoner, like everyone else, but at least the chains are lighter,” he told her, pulling her closer into the cocoon of his newfound serenity.

Meanwhile, Alice Reed, a young woman after her mother's heart and wisdom, was a single parent of twin toddlers. A hospital janitor, moonlighting as a late-night bartender simply to make ends meet, saw the upheaval as a curious windfall. Hours whittled away from her labor meant times she could invest in coaxing giggles from her cubs, teaching them alphabets, witnessing their growth - something that had been a luxury in her pre-alien existence.

Word spread, and with it, the unimaginable joy of a race kept on an eternal grind. They reveled, they celebrated, thanked their alien rulers—being spared of their own self-designed human tyranny. The celestial invaders watched, enraptured and utterly bemused. They had brought chains but had somehow delivered freedom. Weaving through their confusion was the shocking realization - they merely exchanged one form of oppression for another.

It was a grand party until the first bell of their 'tyranny' tolled. As humans shuffled to accept their chores in alien-guided farms, factories, laboratories, Martha squeezed Thomas's hand. She noticed the deep lines on his forehead smoothen, his back straightened victoriously as he joined the new structured world. This was no defeat; it was a peculiar triumph. Humans had evolved, no longer drowning in corporate serfdom. 

Back at home, Alice traced her toddlers' sleeping faces, peace descending upon her weary soul. The aliens had usurped Earth. Yet, ironically, had gifted her something Earth couldn't—a life beyond survival. They were alien, yes, but offered a sting less agonizing than the human corporate drone.

Perhaps, tyranny wasn't in the hours or the toil. It was in the loss of essence, the futility of endeavors, the crushing, ceaseless grind. The aliens envied their human counterparts, their capacity to feel, celebrate amidst tribulation. They came as oppressors but were, unceremoniously, hailed as liberators. The Earth's triumph rang hollow in the face of an alien tyranny that felt uncannily like liberation.",LLM,GPT-4,,0.08,,,
44,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,"The smell of burning incense filled the dim, centuries-old Romanian manor. Nestled within its worn and dusty walls was Vlad Constantinescu, a vampire bound to solitude. Once feared as a night terror, he was now just a forgotten myth amidst the ever-progressing world.

Through the room's only window, the pure silver moonlight fell upon Vlad, bringing his pale face into view. He sat hunched over a modern machine, the soft, eerie glow of the computer monitor reflecting in his dark, longing eyes. The sight of the architectural structures, the bustling marketplace, and the virtual sun in the game warmed Vlad's cold heart. He moved his character under the boundless sky, longing for the forgotten sensation of sunlight. A smile traced his lips as his character basked in the graphical representation of sunlight, something Vlad had not experienced in centuries. Each character he created touched the sun-drenched world that was lost to him.

Across the digital plane, Sarya Sanderson was wrapping her late-night stream. Her colourful hair, glowing in the room's neon lights, matched her vibrant personality - a stark contrast to the silence that filled her room when the camera turned off. On the screen, her character rendezvoused with Vlad's, sharing battle stories and spoils of their late-night gaming soirees.

Witnessing this unusual companionship was Alexei, Vlad's constant. Seated at a corner, the demon watched Vlad's genuine excitement for the virtual game, unable to suppress the stabbing pain in his chest. He felt helpless, unable to bring a real day for Vlad, yet vowed to bring him what happiness he could. Alexei decided to penetrate the virtual world Vlad found solace in, hopeful that his presence would bring Vlad some comfort.

As the weeks turned into months, the trio grew close. Sarya found her lonely nights filled with laughter and happiness as Vlad and Alexei joined her streams. Meanwhile, Vlad found life in his virtual characters that he had lost with his mortality, while Alexei experienced a strange sense of satisfaction in seeing Vlad's happiness. Unbeknownst to Sarya, her gaming trio was not just ordinary insomniacs but creatures of the night, prowling the digital realm, looking for a spark of sunrise in their eternal darkness.

One game night, the graphics seemed even more exquisite, mimicking a perfect sunrise. Vlad's character stood still, bathing in the golden hue. In that instant, Vlad's smiling face held a trace of cinnamon-scented sunlight, a sensation he locked away in the darkest corner of his heart. He felt a rush of emotions overwhelmed him, akin to a child's delight in sighting a rainbow after a rainstorm. At that moment, Vlad broke into joyful laughter with tears streaming down his face. Hearing Vlad's laughter echo through the manor, Alexei found himself weeping too, touched by Vlad's fleeting experience of daybreak.

Little did Vlad, Sarya, and Alexei realize they were living a modern fable - a tale of companionship between unlikely friends, bonded by their love for a digital world. A tale of a lost vampire finding a sense of living through virtual reality, aided by a streamer's companionship and a demon's unwavering loyalty - finding a slice of a long-lost daylight in the realm of 1s and 0s.",LLM,GPT-4,,0.08,,,
45,12,"You wake up in the middle of the night, your arm hangs over the side of your bed. It’s pitch black & your room is shrouded in deep shadow. Something unseen seizes your hand. You grasp it tightly, knowing that first impressions are important & a firm, confident handshake establishes dominance.","Sophia Lopez sat up in her bed, panting and sweating. Her heart raced as she tried to shake off the strange dream that had haunted her once again. She'd been having these dreams for years now, and each time they started the same way – with her hand being seized by an unseen force. It was as if her subconscious was trying to tell her something, but she couldn't quite decipher the message.
She rubbed her temples, feeling a sense of frustration wash over her. What did it all mean? Was her mind trying to tell her something about herself, or was it just a random pattern of neuron firings?
As she lay there, trying to calm herself down, she heard a gentle knock at her door. It was her neighbor, Jack Reed, who worked as a software engineer. He was always friendly and kind, but he also seemed troubled whenever he came over.
""Hey, Sophia, everything okay?"" he asked, peering into her room. ""You seem a bit agitated.""
Sophia forced a smile. ""Just a bad dream,"" she said, trying to brush it off. ""I'm fine.""
Jack nodded sympathetically. ""Sure, no worries. Listen, I've been meaning to ask you something.""
He leaned in closer, and Sophia could see the worry lines etched deeper into his face. ""I've been having these strange dreams too,"" he said, his voice barely above a whisper. ""Always at night, when I'm about to fall asleep. It's like something unseen is grabbing my hand, but I can't see anything.""
Sophia's eyes widened in surprise. ""Really?"" she asked, her interest piqued. ""Do you think it might be something related to our work?""
Jack shook his head. ""No, I don't think so. I've been under a lot of stress lately with deadlines and meetings. Maybe it's just my brain's way of processing all that.""
Sophia nodded thoughtfully. ""That makes sense,"" she said. ""Maybe we're both just experiencing a form of mental manifestation from our everyday worries and stresses.""
Jack looked unsure, but he agreed to talk more about it another time. As he left, Sophia couldn't shake off the feeling that there was something deeper going on here. Maybe these dreams were more than just a product of their subconscious minds.

Later that day, while working on a case involving a murder, Sophia couldn't help but feel a strange connection between the victim and the dreams she'd been having. Could it be a coincidence that they both involved gripping forces? Was there something in their psychological makeup that was connected them?
As she delved deeper into the case, she realized that the victim had also experienced recurring dreams that seemed similar to her own. They must have shared something, some deep psychological thread that only manifested during their sleep.
The next night, Sophia lay in bed once again, waiting for the dream to come. This time, instead of panicking or trying to resist it, she embraced it. She felt a strange energy building inside her as she clasped her hand around an invisible force. It was as if she was being pulled into a deeper level of consciousness, one that held the answers to all her questions.
As the dream unfolded, she found herself standing on a deserted beach at sunrise. In front of her loomed a towering figure, cloaked in shadows. With a deep breath, she stepped forward, ready to confront whatever lay ahead.
When she woke up, Sophia felt a newfound sense of peace and clarity. The dream had shown her that sometimes the answers lay within ourselves – hidden beneath the surface of our waking lives. It was as if her subconscious had led her on a journey of self-discovery, pointing her towards a deeper understanding of her own psyche.
From that day onwards, Sophia stopped trying to fight her dreams and instead allowed herself to drift along with them. She discovered hidden depths of creativity and empathy, and found solace in the mysterious grip of unknown dreams.

As for Jack, he never forgot the conversation they had about their dreams. He brought it up periodically, and together they continued to explore the mystery of their shared subconscious experiences. They found comfort in sharing their fears and confusion with each other, and through their mutual search for answers, they formed a bond that went beyond their ordinary lives.",LLM,Llama-2-7B,,0.9,,,
46,12,"You wake up in the middle of the night, your arm hangs over the side of your bed. It’s pitch black & your room is shrouded in deep shadow. Something unseen seizes your hand. You grasp it tightly, knowing that first impressions are important & a firm, confident handshake establishes dominance.","As you squeeze your grip, you feel a warmth emanating from within, spreading throughout your entire body. Your muscles relax, & you exhale a sigh of relief as the tension fades away like fog burning off in the sun.
A soft glow begins to permeate the room, lighting the space around you. A voice, deep yet gentle, speaks words of wisdom & encouragement. The words carry comfort, providing a sense of security in times of darkness.
The warmth intensifies, filling you with an indomitable will to rise above the shadows. Your heart swells with hope as the mysterious force continues to speak, offering solace from the uncertainty that once threatened to overwhelm you.
In a state of profound tranquility, you realize the voice isn't external, but an internal awakening—a manifestation of the strength, resilience, & wisdom that lies deep within your core. With newfound clarity, you know that the shadows can never extinguish the brightness that burns within you, illuminating the path forward.
With each passing moment, the glow grows stronger, enveloping your entire being in a celestial radiance. You emerge from the night, transformed by the mysterious encounter, ready to face the dawn with courage & conviction, fueled by the luminosity that now animates your spirit.",LLM,Llama-2-7B,,0.85,,,
47,8,"You are allowed to 'downvote' a government candidate instead of voting normally, reducing their votes by one. Turns out people have little love for politicians, and the majority end with negative votes. In these democracies, anonymity is the key to winning.","You find yourself standing outside the polling station, staring at the list of candidates running for office. They all seem so similar, each with their own empty promises and self-serving rhetoric. You wonder if any of them truly care about the people they're supposed to represent. As you ponder this, you notice a small, inconspicuous button on the door of the polling station. It's labeled 'Downvote'.

At first, you think it's some kind of prank or joke, but as you look around, you realize no one else seems to be paying attention to it. Curiosity gets the better of you, and you decide to investigate further. Pressing the button leads to a secret room hidden within the station, where you discover a computer system with the profiles of all the candidates. Each one has a number assigned to it, and when you enter a number, a counter beside it starts counting down. The more people who downvote a candidate, the faster the counter drops.

You realize that this is the only way to truly hold politicians accountable, by using their own system against them. You spend the day downvoting every candidate, watching their counters drop dramatically. As more and more people join in, you notice something strange - the ones with the lowest counters start to disappear.
It turns out that the more people who downvote a candidate, the less likely they are to win the election. The system seems to favor those who are most hated, and soon enough, only the most despised candidates remain. And as the day goes on, the line of people waiting to downvote grows longer and longer.

In the end, you're left wondering if this is the best way to choose leaders, or if it's just a twisted game designed to pit people against each other. The thought sends a shiver down your spine, but you know you won't stop fighting for what's right. Because sometimes, the only way to make a change is to go against the system entirely.",LLM,Llama-2-7B,,0.8,,,
48,11,You just discovered your 14 year old daughters Moon Princess locket that allows her to transform into one of the worlds greatest heroes. It also is a communications device and you are about to give the Moon Goddess a piece of your mind for letting 14 year old's defend the world against evil.,"I sat in my daughter's room, staring at the small, delicate locket she kept on her nightstand. It was shaped like a crescent moon, with intricate etchings along its edges and a glowing gemstone in the center. I had seen it before, but never paid much attention to it. That was, until my daughter transformed into a powerful hero and saved our city from an evil sorceress.

As I held the locket in my hand, I felt a strange sensation wash over me. It was as if the locket was calling out to me, urging me to use it. I glanced at my daughter, who was fast asleep in her bed. She looked so peaceful, so innocent. How could this locket be connected to her?

I decided to investigate further. I pressed the gemstone, and suddenly, I heard a voice in my head. It was the voice of the Moon Goddess, the creator of the locket.

""Why do you summon me, mortal?"" she asked, her tone firm but gentle.

""I have questions about my daughter's locket,"" I replied, trying to keep my voice steady. ""What kind of power does it hold?""

""The Moon Princess locket allows its wearer to transform into one of the world's greatest heroes,"" the Moon Goddess explained. ""It is also a communications device, allowing the wearer to speak with me directly.""

I was taken aback by this revelation. My daughter was only 14 years old, and yet she was being tasked with defending the world against evil? It seemed too much for her to handle.

""Moon Goddess, I must protest,"" I said, trying to keep my tone firm but respectful. ""My daughter is still a child. Is it wise to entrust her with such great responsibility?""

The Moon Goddess sighed, her voice filled with sorrow. ""I understand your concerns, mortal. But the world needs heroes, no matter their age or strength. Your daughter has already proven herself to be brave and selfless. She is the chosen one, the only one who can wield the power of the Moon Princess.""

I frowned, unsure of what to say. I knew my daughter was special, but I didn't know if she was ready for this kind of responsibility.

""I understand,"" I said finally. ""But please, Moon Goddess, be cautious with my daughter. Protect her and guide her as she embarks on this journey.""

The Moon Goddess nodded, her voice filled with gratitude. ""I will watch over her always, mortal. Have faith in her strength and courage.""

I nodded, feeling a sense of determination wash over me. I would support my daughter every step of the way, no matter what dangers lay ahead. Together, we would face whatever challenges came our way, and we would emerge victorious.",LLM,Llama-2-13B,,0.94,,,
49,8,"You are allowed to 'downvote' a government candidate instead of voting normally, reducing their votes by one. Turns out people have little love for politicians, and the majority end with negative votes. In these democracies, anonymity is the key to winning.","It was election season again, and the streets were filled with colorful posters and enthusiastic supporters. But beneath the surface, there was an air of resignation and cynicism. The political landscape had changed dramatically over the past decade, and the introduction of anonymous downvoting had shifted the balance of power.

James Thompson was a government candidate who understood this new reality all too well. He had entered politics with a sense of idealism and a desire to make a difference. But as he stood at the podium, delivering yet another scripted speech, he couldn't help but feel hollow. He knew that the key to winning was not his policies or his integrity but rather his ability to avoid the harsh judgments of the voting public.

Maria Garcia was a strategist employed by James's campaign team. She was well aware of the flaws in the system and often found herself wrestling with her conscience. She wanted to believe that she was making a difference, but deep down, she knew that the game she played was inherently corrupt. Still, she convinced herself that the end justified the means.

Michael Brown was a disillusioned voter who had once been passionate about politics. But as he watched the downward spiral of the electoral process, he couldn't help but feel disheartened. He still voted, but every time he cast his ballot, he felt a sense of futility wash over him. He couldn't shake the feeling that the system was beyond repair, and he was simply going through the motions.

On election day, the atmosphere was tense. As the results rolled in, it became clear that the race was tight. James's heart pounded in his chest as he waited for the final tally. His strategy had been to stay above the fray and focus on his platform, but he couldn't help but worry that it wouldn't be enough.

Maria, on the other hand, felt a strange mix of pride and guilt. She had orchestrated a carefully crafted campaign of anonymous downvotes against James's opponents, ensuring their defeat. But as the winner was announced, she couldn't help but feel that she had contributed to the very problem she sought to solve.

Meanwhile, Michael sat at home, watching the news with a sense of detachment. He had cast his vote, but he knew that it didn't matter. The system was broken, and the politicians were more concerned with maintaining their power than addressing the real issues facing the country.

As James gave his victory speech, he couldn't shake the feeling that he had won by sacrificing his integrity. He looked out into the crowd, searching for a glimmer of hope among the sea of faces. But all he saw was indifference and cynicism.

Maria stood beside him, her eyes locked on the ground, wrestling with her inner turmoil. She knew that she had played a part in perpetuating the cycle of negativity, but she also believed that she had helped to secure a better future for the country.

And Michael, as he turned off the TV, couldn't help but feel a profound sense of loss. He had once believed in the power of democracy, but now he saw it for what it was – a fragile illusion that had been shattered by the weight of its own imperfections.",LLM,Vicuna-33B,,0.85,,,
50,14,"Your wife has an estranged sister that you have never met. She was murdered in a cold case soon after you were married. You brush off your wife’s new strange behaviour after the murder as grief. Until you find an old family photo of your wife as a kid, you shiver as you realise… they’re twins.","In the dimly lit room, James couldn't shake off the feeling that something was off. His wife, Lily, sat beside him, staring blankly at the old family photo album. Her twin sister's face gazed back at them, a haunting reminder of the tragedy that had befallen their family.

James reached out and gently touched Lily's hand. ""Are you okay?"" he asked softly. Lily nodded, her eyes still fixed on the photo.

It had been weeks since Lily's twin sister was brutally murdered. The police had reopened the cold case, but so far, there were no leads. James knew Lily was struggling to cope with the loss, but he didn't know how to help her.

""Lily, maybe we should talk about this,"" James suggested. ""I know it's tough—""

Lily suddenly spoke up, her voice barely above a whisper. ""She's been talking to me.""

James frowned, confused. ""Who?""

""My sister,"" Lily replied, her eyes still fixed on the photo. ""She's been talking to me, in my head. I know it sounds crazy, but I can hear her. She's trying to tell me something.""

James felt a chill run down his spine. He didn't know what to make of Lily's words. Was she losing her mind? Or was there something more sinister at play?

The following day, Lily seemed different. She was more reserved, distant. James tried to talk to her, but she just shook her head and went upstairs.

That night, James woke up to the sound of Lily crying. He rushed to their bedroom and found her curled up in a ball, tears streaming down her face.

""What's wrong?"" James asked, panicked.

Lily sobbed uncontrollably. ""She showed me. My sister showed me what happened. What they did to her.""

James felt a wave of horror wash over him. He didn't know what to say. He held Lily close, trying to comfort her, but he couldn't shake off the feeling that they were both in grave danger.

The next morning, James called Detective Ryan, the investigator assigned to the case. He told him everything – Lily's claims of her sister speaking to her, the strange visions she was having. Ryan listened intently, his expression a mixture of curiosity and concern.

Ryan promised to look into it and advised James to keep a close eye on Lily. ""We don't want her to hurt herself or anyone else,"" he said solemnly.

James nodded, feeling a sense of dread. He knew Ryan believed Lily was losing her mind, but he couldn't shake off the feeling that there was something more sinister at play. Something that could put them all in danger.

Over the next few days, Lily's behavior became increasingly erratic. She would lock herself in her room for hours, only to emerge with a look of terror on her face. James heard her talking to someone, arguing with an invisible presence. He tried to intervene, but she pushed him away, saying she had to do this on her own.

One night, James woke up to the sound of footsteps downstairs. He crept out of bed and followed the noise, his heart racing. He found Lily in the living room, staring at an old video of her and her twin sister.

""Lily, what are you doing?"" James asked, trying to keep his voice low.

Lily turned to him, her eyes wild. ""I have to do this. I have to fix this.""

James didn't understand. Fix what? But before he could ask, Lily started talking to someone again. Only this time, James heard a voice respond. A voice that sent shivers down his spine.

""You shouldn't have done that,"" the voice said. ""Now you'll have to pay.""

James knew they needed to get out of there. He grabbed Lily's arm and pulled her towards the door, but she resisted.

""No, James. I have to—""

A loud bang echoed through the room, and Lily screamed. James turned to see Detective Ryan standing in the doorway, his gun drawn.

""It's over,"" Ryan said, his voice firm. ""Whatever game you're playing, it's done.""

Lily looked at James, confusion etched on her face. ""What game?""

James realized then that Lily wasn't playing a game. She was trying to solve her twin sister's murder, even if it meant putting herself in harm's way.

As they left the house, James glanced back at the old family photo album still open on the coffee table. He shivered, knowing that the ghosts of their past still lingered, watching them. Waiting for justice to be served.

In that moment, James understood that their journey was far from over. They had to uncover the truth behind Lily's twin sister's murder, no matter the cost. And he was willing to stand by Lily every step of the way, even if it meant confronting the darkness that haunted their family.",LLM,Llama-2-70B,,0.88,,,
